rah,decd,mag,jh,zphot,arxiv,author,ra,dec,jname,zspec,field,jmag,hmag,id_zf,mass,sn,s11,muv,zeazy,mu,beta,ezphot,emuv,ebeta,logm,Muv,F150W,F200W,photz_2.5,photz_16,photz_84,photz_97.5,tform_16,tform_50,tform_84,stellar_mass_16,stellar_mass_50,stellar_mass_84,robust,zphot2,mag444,zerr,mptid,zplo,zphi,zserr,zflag,Te,Te_err,logO2pp,logO2pp_err,logO2p,logO2p_err,logOH,logOH_err,zperr,NIRCam_ID,z_Spec_flag,z_PRISM,z_spec_source,jades_id,Muv_err,beta_err,dv,dv_err,dchi2,pz,zphot_err,xi_Ha,nircam_id,gratings,zspec_err,beta_UV,beta_UV_err,beta_opt,beta_opt_err,m_uv,M_UV,z_ALT,n_lines_detected,zspec.,exptime,muv_err,emlines,id,count,F444W
0:14:02.86,-30:22:18.7,,,10.60,2207.09434,Rohan Naidu,3.511917,-30.37186,j001402.86m302218.70,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5119166666666668&dec=-30.371861111111112&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gl-z11,6,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5119166666666668&dec=-30.371861111111112&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
00:14:02.87,-30:22:18.71,,,10.30,2304.14469,Derek McLeod,3.511958,-30.37186,j001402.86m302218.70,,,,,,,,,,,,,,,,,-20.15,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5119583333333338&dec=-30.37186388888889&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLASS-z10-3283,6,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5119583333333338&dec=-30.37186388888889&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,26.19,,10.60,2207.09436,Marco Castellano,3.511929,-30.37185,j001402.86m302218.70,,,,,,,,,-21.0,10.74,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5119298&dec=-30.371848&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHZ1,6,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5119298&dec=-30.371848&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.10967,Lorenzo Napolitano,3.511929,-30.37186,j001402.86m302218.70,,,,,,,,,-19.963,,1.72,-1.79,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5119298&dec=-30.371859&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,0.008,,,,,,,,,9.875,19701,0.034,[OII]3727+3729; [NeIII]3869; Hg; Hb,GHZ1,6,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5119298&dec=-30.371859&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
00:14:03.10,-30:22:26.3,28.7,,8.69,2208.01612,Yuichi Harikane,3.512917,-30.37397,j001403.10m302226.30,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51291666666666658&dec=-30.37397222222222&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL-z9-5,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51291666666666658&dec=-30.37397222222222&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.513209,-30.36388,j001403.17m302149.97,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51320868&dec=-30.3638793&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.890377,1,,,,,79156,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51320868&dec=-30.3638793&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.513374,-30.35952,j001403.21m302134.29,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5133748&dec=-30.3595243&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.312652,1,,,,,76816,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5133748&dec=-30.3595243&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,27.85,,9.88,2207.09436,Marco Castellano,3.513738,-30.35155,j001403.30m302105.59,,,,,,,,,-19.49,10.081,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5137388&dec=-30.351552&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHZ4,3,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5137388&dec=-30.351552&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
00:14:03.28,-30:21:05.6,28.3,,10.46,2208.01612,Yuichi Harikane,3.513667,-30.35156,j001403.30m302105.59,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51366666666666658&dec=-30.351555555555557&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL-z9-2,3,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51366666666666658&dec=-30.351555555555557&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.10967,Lorenzo Napolitano,3.513740,-30.35157,j001403.30m302105.59,,,,,,,,,-18.58,,1.74,-2.21,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.513748&dec=-30.351568&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,0.12,,,,,,,,,10.66,32825,0.11,NIV]1486,GHZ4,3,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.513748&dec=-30.351568&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.514169,-30.36057,j001403.40m302138.06,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51416898&dec=-30.3605732&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.826168,1,,,,,77447,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51416898&dec=-30.3605732&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
00:14:03.47,-30:19:00.9,29.1,,8.73,2208.01612,Yuichi Harikane,3.514458,-30.31692,j001403.47m301900.90,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5144583333333338&dec=-30.316916666666668&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL-z9-10,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5144583333333338&dec=-30.316916666666668&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
00:14:03.71,-30:21:03.6,29.1,,9.27,2208.01612,Yuichi Harikane,3.515458,-30.35100,j001403.71m302103.60,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5154583333333338&dec=-30.351000000000003&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL-z9-9,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5154583333333338&dec=-30.351000000000003&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.516126,-30.36439,j001403.87m302151.80,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51612588&dec=-30.3643891&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.094747,1,,,,,79846,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51612588&dec=-30.3643891&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
00:14:03.99,-30:21:33.00,,,9.30,2304.14469,Derek McLeod,3.516625,-30.35917,j001403.99m302133.00,,,,,,,,,,,,,,,,,-17.94,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51662499999999948&dec=-30.359166666666667&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLASS-z9-9023,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51662499999999948&dec=-30.359166666666667&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
00:14:04.37,-30:20:39.6,28.7,,8.97,2208.01612,Yuichi Harikane,3.518208,-30.34433,j001404.37m302039.60,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5182083333333338&dec=-30.34433333333333&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GL-z9-6,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.5182083333333338&dec=-30.34433333333333&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.518447,-30.36638,j001404.43m302158.97,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51844718&dec=-30.3663819&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.033946,1,,,,,31349,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51844718&dec=-30.3663819&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.518590,-30.36622,j001404.46m302158.38,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51859028&dec=-30.3662164&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.033353,1,,,,,31348,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51859028&dec=-30.3662164&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.518573,-30.36792,j001404.46m302204.51,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51857348&dec=-30.36792&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45032,1,,,,,32370,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51857348&dec=-30.36792&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.519390,-30.35115,j001404.65m302104.14,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51939038&dec=-30.3511513&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.025889,1,,,,,71702,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51939038&dec=-30.3511513&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.519419,-30.35157,j001404.66m302105.66,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51941868&dec=-30.3515713&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.686691,1,,,,,71949,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.51941868&dec=-30.3515713&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.519870,-30.35413,j001404.77m302114.87,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.519878&dec=-30.3541315&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.923237,1,,,,,73370,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.519878&dec=-30.3541315&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.520150,-30.36514,j001404.84m302154.49,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52015048&dec=-30.3651364&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.515375,1,,,,,31084,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52015048&dec=-30.3651364&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.520260,-30.35922,j001404.86m302133.19,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.520268&dec=-30.3592201&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.029864,1,,,,,76485,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.520268&dec=-30.3592201&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.520400,-30.35921,j001404.90m302133.16,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52039968&dec=-30.3592123&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.025708,1,,,,,76511,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52039968&dec=-30.3592123&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.520412,-30.35931,j001404.90m302133.51,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52041228&dec=-30.3593079&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.027821,1,,,,,76592,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52041228&dec=-30.3593079&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.520435,-30.35938,j001404.90m302133.76,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52043468&dec=-30.3593773&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02186,1,,,,,76544,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52043468&dec=-30.3593773&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.520453,-30.34668,j001404.91m302048.04,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52045288&dec=-30.346678&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.764623,1,,,,,68921,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52045288&dec=-30.346678&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.520479,-30.35918,j001404.92m302133.06,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52047948&dec=-30.359184&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02107,1,,,,,76494,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52047948&dec=-30.359184&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.520774,-30.35723,j001404.99m302126.01,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52077448&dec=-30.357226&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.241626,1,,,,,75306,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52077448&dec=-30.357226&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.521001,-30.37418,j001405.04m302227.07,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52100138&dec=-30.3741848&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.889769,1,,,,,37663,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52100138&dec=-30.3741848&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.521118,-30.36500,j001405.07m302154.01,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52111778&dec=-30.3650022&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98312,1,,,,,80439,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52111778&dec=-30.3650022&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.521165,-30.36066,j001405.08m302138.39,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52116498&dec=-30.3606629&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.529444,1,,,,,77557,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52116498&dec=-30.3606629&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.521179,-30.36503,j001405.08m302154.12,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52117868&dec=-30.3650325&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.971941,1,,,,,80618,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52117868&dec=-30.3650325&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.521323,-30.37067,j001405.12m302214.40,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52132258&dec=-30.3706659&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.983222,1,,,,,34806,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52132258&dec=-30.3706659&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.522282,-30.35836,j001405.35m302130.09,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52228188&dec=-30.3583586&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.025987,1,,,,,75912,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52228188&dec=-30.3583586&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.522826,-30.36083,j001405.48m302138.98,2.653,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52282568&dec=-30.360829&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.653117,2,,,,,78302,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52282568&dec=-30.360829&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
00:14:05.50,-30:21:40.34,,,9.30,2304.14469,Derek McLeod,3.522917,-30.36121,j001405.50m302140.34,,,,,,,,,,,,,,,,,-19.02,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52291666666666638&dec=-30.361205555555557&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNCOVER-z9-3061884,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52291666666666638&dec=-30.361205555555557&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.522970,-30.35519,j001405.51m302118.67,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52296968&dec=-30.3551862&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.036571,1,,,,,74003,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52296968&dec=-30.3551862&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.523031,-30.36630,j001405.53m302158.68,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52303098&dec=-30.3663011&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.689116,1,,,,,31513,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52303098&dec=-30.3663011&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.523141,-30.36860,j001405.55m302206.97,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52314118&dec=-30.3686022&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.388129,1,,,,,32805,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52314118&dec=-30.3686022&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.523172,-30.34889,j001405.56m302056.02,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52317238&dec=-30.3488945&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.355681,1,,,,,69825,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52317238&dec=-30.3488945&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.523202,-30.36292,j001405.57m302146.53,2.585,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52320168&dec=-30.3629247&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.584978,2,,,,,30896,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52320168&dec=-30.3629247&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.523393,-30.36663,j001405.61m302159.88,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52339288&dec=-30.366632&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.028837,1,,,,,31625,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52339288&dec=-30.366632&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.523605,-30.37264,j001405.67m302221.50,,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52360558&dec=-30.3726401&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.985472,1,,,,,36031,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.52360558&dec=-30.3726401&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
,,,,,2410.01874,Rohan Naidu,3.523680,-30.35919,j001405.68m302133.07,2.387,,,,,,,,,,,,,,,,,,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.523688&dec=-30.3591863&filters=f200w-clear&size=1&scl=16&invert=True"" height=100px />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.387277,2,,,,,76785,1,"<img src=""http://grizli-cutout.herokuapp.com/thumb?ra=3.523688&dec=-30.3591863&filters=f444w-clear&size=1&scl=24&invert=True"" height=100px />"
