id,field,ra,dec,zphot
66007,primer-uds-north,34.22810058989839,-5.098143957617616,4.596338272094727
67270,primer-uds-north,34.20229581680351,-5.0953506417754015,5.665100574493408
68006,primer-uds-north,34.441683442818885,-5.093647804999169,5.160264492034912
69921,primer-uds-north,34.26162479642979,-5.0893585216531125,5.654876708984375
69936,primer-uds-north,34.29256639351791,-5.089318798905567,7.033966541290283
70423,primer-uds-north,34.22631186034366,-5.088100079900028,5.477656364440918
70813,primer-uds-north,34.21381277634704,-5.087049613041547,4.70626974105835
71037,primer-uds-north,34.446952703995976,-5.086685438086616,6.849483013153076
71893,primer-uds-north,34.356130376619554,-5.084246459987784,6.4291839599609375
4278,primer-cosmos-east,150.13230609496728,2.16969237330149,5.658226490020752
6282,primer-cosmos-east,150.14915417262176,2.1839552062959657,5.673777103424072
9227,primer-cosmos-east,150.12492421630216,2.214572200483446,5.713857173919678
10696,primer-cosmos-east,150.1495153793968,2.2286532067228113,5.667762279510498
11967,primer-cosmos-east,150.1368162018058,2.2375628581426503,5.482297897338867
14086,primer-cosmos-east,150.14935997753886,2.252564342128723,7.127323150634766
14487,primer-cosmos-east,150.12353516120825,2.254835218295432,7.169253349304199
15393,primer-cosmos-east,150.1606400419916,2.260086902949174,5.689459800720215
15850,primer-cosmos-east,150.124732216842,2.262793675222228,7.045637607574463
16083,primer-cosmos-east,150.15079646268185,2.2640963505382845,4.577879905700684
16408,primer-cosmos-east,150.15615715727048,2.2660570085501224,4.574862957000732
16563,primer-cosmos-east,150.11970350414322,2.26701306487594,5.0219926834106445
17813,primer-cosmos-east,150.15276902849044,2.2731888044520874,5.226693153381348
18893,primer-cosmos-east,150.175824712277,2.2802447039933083,4.8477396965026855
19462,primer-cosmos-east,150.11522538084762,2.2829872921207177,4.3650689125061035
19946,primer-cosmos-east,150.13261022932556,2.2854226857852873,5.974449157714844
20187,primer-cosmos-east,150.16025737937798,2.286544505284899,6.60816764831543
21943,primer-cosmos-east,150.16301259177584,2.2946759190769757,4.715499401092529
23571,primer-cosmos-east,150.12923557237977,2.301744061249596,4.760718822479248
26971,primer-cosmos-east,150.12915260966713,2.3158155426656775,6.406652450561523
27072,primer-cosmos-east,150.20508952388434,2.3169437028962645,4.957128047943115
27765,primer-cosmos-east,150.15836273334443,2.320200072943564,5.172641754150391
31668,primer-cosmos-east,150.14110035653763,2.3383750263790875,5.607691287994385
31770,primer-cosmos-east,150.17577901959814,2.3387875925965056,5.779069900512695
32928,primer-cosmos-east,150.14445146027904,2.3443942646772653,4.458100318908691
40209,primer-cosmos-east,150.17591088267326,2.3767573925799814,5.460907459259033
40642,primer-cosmos-east,150.17584231718274,2.3787301519614044,4.634339809417725
40799,primer-cosmos-east,150.1568560578954,2.379457522024708,7.681150913238525
42464,primer-cosmos-east,150.1701806639219,2.388389880603334,5.367482662200928
43445,primer-cosmos-east,150.12941198164475,2.3936625758734276,5.696870803833008
45179,primer-cosmos-east,150.15583581243612,2.403109007403011,7.10549259185791
47824,primer-cosmos-east,150.12873540017637,2.4163333945731362,5.6554951667785645
48498,primer-cosmos-east,150.17769474455164,2.4195602786060304,4.453303813934326
48540,primer-cosmos-east,150.1150718971086,2.419683492382846,5.656249046325684
50325,primer-cosmos-east,150.15508225107425,2.4293539770480828,6.427699089050293
50988,primer-cosmos-east,150.17594858416723,2.4324329415506116,4.526494026184082
51514,primer-cosmos-east,150.13169869017457,2.435682049752244,4.436739921569824
51855,primer-cosmos-east,150.1732889705725,2.4376768935478195,4.651200771331787
52084,primer-cosmos-east,150.16342860843284,2.4391549528156817,7.075610160827637
52124,primer-cosmos-east,150.20165715786538,2.439373074527328,4.833804130554199
54661,primer-cosmos-east,150.15107557650222,2.454351195411005,5.667634010314941
55423,primer-cosmos-east,150.16554471202375,2.459116257258063,5.408047199249268
344,primer-uds-south,34.40956852094387,-5.322041059049387,7.13539457321167
2480,primer-uds-south,34.53201848616166,-5.315164693684382,4.684057235717773
4620,primer-uds-south,34.46652983278183,-5.310307993570016,5.7462944984436035
7830,primer-uds-south,34.24644704030055,-5.303397372461857,5.54536247253418
9104,primer-uds-south,34.27028437686357,-5.300719530590461,6.093060493469238
9791,primer-uds-south,34.51039646494913,-5.29937790018335,5.027775287628174
11501,primer-uds-south,34.42092682322444,-5.296163912928651,4.679971694946289
14258,primer-uds-south,34.31149088115438,-5.290993924304488,5.471871376037598
17986,primer-uds-south,34.366903086588984,-5.28418784780142,4.9401140213012695
21488,primer-uds-south,34.391941288626334,-5.276929475632448,5.413991928100586
22358,primer-uds-south,34.304991747702566,-5.275421459133497,4.676494598388672
23107,primer-uds-south,34.3965085751051,-5.274229901107692,4.952512741088867
25430,primer-uds-south,34.45335415712461,-5.27071720106125,7.128200054168701
28931,primer-uds-south,34.4660858542292,-5.264767804165725,7.904730319976807
29392,primer-uds-south,34.29312046883255,-5.264069605027436,7.470963478088379
30157,primer-uds-south,34.45432855170366,-5.262759699820477,4.726914882659912
30191,primer-uds-south,34.24697565603606,-5.262728212675196,4.036579132080078
30520,primer-uds-south,34.39279305787786,-5.262175958673707,5.349781036376953
32880,primer-uds-south,34.33242917035397,-5.258098716321886,4.755955696105957
33445,primer-uds-south,34.29753202893787,-5.257188779490052,4.345759868621826
33898,primer-uds-south,34.35550806508812,-5.256449826079847,4.5452728271484375
36872,primer-uds-south,34.4070890500239,-5.251666396435935,7.135115146636963
37557,primer-uds-south,34.42231096893665,-5.250702720659581,5.655717849731445
37751,primer-uds-south,34.51421982359461,-5.2503646885674895,5.359211444854736
37878,primer-uds-south,34.40181687272715,-5.25016724014793,4.773196697235107
39711,primer-uds-south,34.41973629558163,-5.247058526889604,5.4619550704956055
44435,primer-uds-south,34.37030725185898,-5.238639648434586,5.17327356338501
45383,primer-uds-south,34.34392799518837,-5.236677392605615,4.855165481567383
45637,primer-uds-south,34.34400293702269,-5.236179141373149,4.536287307739258
47509,primer-uds-south,34.26460314475026,-5.232585427484487,5.659402847290039
48686,primer-uds-south,34.49635717133602,-5.230361011735166,4.843894958496094
48982,primer-uds-south,34.33123035997706,-5.229861833950647,5.387849807739258
50716,primer-uds-south,34.31315407240597,-5.226780942036896,7.863626480102539
51593,primer-uds-south,34.37359814355506,-5.225203398424738,4.457850933074951
52581,primer-uds-south,34.40539228360383,-5.223527645703455,6.166954040527344
55634,primer-uds-south,34.37214013256284,-5.217964106077201,6.879805088043213
55783,primer-uds-south,34.270711521139155,-5.2176792889822154,4.626031398773193
57494,primer-uds-south,34.36877729836944,-5.214285317247173,4.023993492126465
59568,primer-uds-south,34.37223598544468,-5.210034144967174,8.90157699584961
59880,primer-uds-south,34.440987518226386,-5.209337113326783,5.663111209869385
59971,primer-uds-south,34.26054876950803,-5.209163464917401,5.391544342041016
60046,primer-uds-south,34.3774127954971,-5.209022947260113,5.46284294128418
60446,primer-uds-south,34.4030978645048,-5.208186419505702,4.366049766540527
62395,primer-uds-south,34.36730350722771,-5.20419582363576,5.659185409545898
66511,primer-uds-south,34.293687587129725,-5.196477294049358,7.130755424499512
67076,primer-uds-south,34.46542619095356,-5.195332815308801,7.936797618865967
68947,primer-uds-south,34.46287218489254,-5.191959922775389,5.655997276306152
69772,primer-uds-south,34.471126609335464,-5.190443860816161,5.429375648498535
6756,ceers-full,214.89647640950562,52.78769104113195,7.136083126068115
9246,ceers-full,215.0759983092168,52.9213331071539,4.604409694671631
12234,ceers-full,214.91179273247536,52.809063181954286,6.1422119140625
12544,ceers-full,214.89586242316247,52.79821219297834,4.5496649742126465
13736,ceers-full,214.95519257473848,52.843020797458365,5.356953144073486
14076,ceers-full,214.93497411857868,52.82936734381139,5.661390781402588
19354,ceers-full,214.8997085945354,52.81284265178295,5.42791748046875
20010,ceers-full,215.06178750836733,52.93117525134058,8.93444538116455
20632,ceers-full,214.8945675036202,52.81216541941548,5.653134822845459
20897,ceers-full,214.9490179204384,52.851746577831136,4.533113956451416
22049,ceers-full,215.13708249935638,52.98855485797787,7.1350226402282715
22239,ceers-full,215.13147827808137,52.984910779504645,7.131442070007324
23054,ceers-full,215.07825941225204,52.948497178762764,6.8682966232299805
24464,ceers-full,214.8760422893777,52.806111552633055,5.655385971069336
28748,ceers-full,214.92414994156533,52.84905137748051,4.752955436706543
29421,ceers-full,215.0220706743329,52.920785903564735,4.785098075866699
30600,ceers-full,214.85011291469965,52.80005115451776,4.0259318351745605
36886,ceers-full,214.84938801632254,52.81182367188121,4.449919700622559
36985,ceers-full,214.99097734698262,52.91652307509784,5.653713703155518
39094,ceers-full,214.73254876249405,52.73575171372978,4.73153018951416
40589,ceers-full,214.84054150613645,52.817942815030236,8.00671100616455
41179,ceers-full,214.89247914214488,52.85689049273915,7.242249965667725
41913,ceers-full,214.79536842274857,52.78884586799004,5.245997428894043
42093,ceers-full,214.88679187567013,52.85538075151782,6.4458818435668945
47021,ceers-full,214.8967632664052,52.875800211156765,8.023066520690918
48983,ceers-full,214.89224818634747,52.8774094024243,7.13676118850708
49360,ceers-full,214.9370013823801,52.91065418649201,4.737311840057373
55490,ceers-full,214.9830263067039,52.956001247852484,7.1493306159973145
57051,ceers-full,215.00849067410635,52.97797375299749,5.668078899383545
58630,ceers-full,214.8400406174198,52.86065073671731,4.546807765960693
59162,ceers-full,214.80666972093113,52.83780245848676,7.841129779815674
59626,ceers-full,214.8601565408176,52.87743329543511,6.367115020751953
60774,ceers-full,214.9233737742542,52.9255926851509,5.2847676277160645
61323,ceers-full,214.97244135966025,52.962192664107064,7.12702751159668
63106,ceers-full,214.92723943668085,52.93389650740569,5.655656814575195
67137,ceers-full,214.88868638451572,52.91541323485833,7.496461391448975
68816,ceers-full,214.76658171975708,52.831522733700005,4.532282829284668
70681,ceers-full,214.95683695298104,52.97315297996034,7.900805473327637
71267,ceers-full,215.00284155143626,53.00759273053756,7.517549514770508
71321,ceers-full,214.80914693119064,52.86847974477716,7.12932014465332
71380,ceers-full,214.9984027009664,53.0046239982825,7.126262664794922
72633,ceers-full,214.81767928550417,52.87785983915585,5.443395614624023
72956,ceers-full,214.8306601186004,52.88777481168739,8.904179573059082
73890,ceers-full,214.91250240504385,52.94944030617143,5.660318374633789
7242,primer-cosmos-west,150.13230621254198,2.169692500519255,5.658755302429199
8118,primer-cosmos-west,150.0981218093673,2.1749178052619516,5.642417907714844
13074,primer-cosmos-west,150.07167339071867,2.200406394279048,5.214783191680908
13666,primer-cosmos-west,150.12294911061196,2.2033023216193475,5.288052558898926
15233,primer-cosmos-west,150.0597846244577,2.210537433565662,4.98601770401001
16152,primer-cosmos-west,150.12492421255888,2.21457222007294,5.714365482330322
18540,primer-cosmos-west,150.06255912790388,2.2257225169163104,8.9337158203125
21037,primer-cosmos-west,150.0777709920214,2.237528737405602,4.476104736328125
21620,primer-cosmos-west,150.06657057247196,2.2401842227240047,8.087143898010254
22379,primer-cosmos-west,150.07522099256468,2.2446800377985117,5.73488187789917
22483,primer-cosmos-west,150.11107591653396,2.2452699630502013,7.135468482971191
22702,primer-cosmos-west,150.06375987090527,2.2468025541453227,5.431190490722656
25633,primer-cosmos-west,150.12473224521966,2.262793626463721,7.051051139831543
26495,primer-cosmos-west,150.11970344327588,2.267013026885495,5.01962423324585
28491,primer-cosmos-west,150.07802737195297,2.277624990798764,5.585108757019043
28500,primer-cosmos-west,150.08282077961337,2.277725899482126,5.428969860076904
29372,primer-cosmos-west,150.1334399364472,2.2820779097467385,5.38581657409668
29568,primer-cosmos-west,150.1152256315934,2.2829874786923807,4.360320568084717
30073,primer-cosmos-west,150.1326103028289,2.2854227065895474,6.004137992858887
30145,primer-cosmos-west,150.07916934420106,2.285735767865748,5.6646294593811035
31319,primer-cosmos-west,150.05536979441715,2.2915888796288457,6.333873748779297
31661,primer-cosmos-west,150.05966497582264,2.2934374274151508,4.46262264251709
32535,primer-cosmos-west,150.07197125377567,2.297260415195796,5.749178409576416
33230,primer-cosmos-west,150.12923549364174,2.301743957339333,4.752186298370361
36162,primer-cosmos-west,150.12915260684125,2.3158154162345532,6.410995006561279
42656,primer-cosmos-west,150.07778985191382,2.3503723579227365,5.685393333435059
43505,primer-cosmos-west,150.0633371231677,2.3549759118132676,4.675452709197998
44446,primer-cosmos-west,150.10690911630107,2.360047767613252,7.13146448135376
46914,primer-cosmos-west,150.07834018465627,2.3726831628688827,5.654763221740723
47165,primer-cosmos-west,150.07423597385812,2.373887226537977,5.2337646484375
50300,primer-cosmos-west,150.12941197066553,2.393662555256823,5.696131706237793
50560,primer-cosmos-west,150.10104157507683,2.395235378443164,5.145898818969727
51657,primer-cosmos-west,150.11024715996857,2.4022096081685143,4.794125556945801
53626,primer-cosmos-west,150.12873539862363,2.4163333958913404,5.655242443084717
54067,primer-cosmos-west,150.11507176793666,2.4196832960705383,5.656432628631592
55716,primer-cosmos-west,150.1316986670536,2.4356820832503256,4.438319206237793
1498,gds,53.05703129811096,-27.874368711785543,4.663384437561035
2981,gds,53.087727002416266,-27.87124065648318,4.812244892120361
3099,gds,53.06411369523224,-27.870929225405476,5.458367824554443
5434,gds,53.1247677388974,-27.866299033357972,4.107268333435059
14381,gds,53.060545585361965,-27.848395272139655,5.4444098472595215
14605,gds,53.10604518883795,-27.84821941904518,6.928058624267578
16053,gds,53.14340602720109,-27.844804204263163,6.901800632476807
18537,gds,53.116682410199424,-27.839793141044453,4.277338027954102
22388,gds,53.16180031300524,-27.831614170842723,7.181869983673096
23636,gds,53.22737884821788,-27.828790896365472,7.132840633392334
23868,gds,53.13382619697032,-27.828255639094433,8.927632331848145
29303,gds,53.126539480238954,-27.818090680221843,5.98597526550293
32147,gds,53.067675811963305,-27.812326920318203,4.603240966796875
32402,gds,53.15933320190422,-27.81174927107328,4.942437648773193
35367,gds,53.15477111670093,-27.806518660815442,5.489471912384033
37563,gds,53.140781936344226,-27.802179194098684,5.713144302368164
39509,gds,53.11154067683712,-27.798073260782136,4.2876787185668945
41129,gds,53.12142478916305,-27.794912385304425,7.1333513259887695
44531,gds,53.08674827656752,-27.787431508471997,7.124074459075928
45202,gds,53.12690221697067,-27.786151936566537,7.131255626678467
46221,gds,53.13904106099478,-27.7844417648111,4.045229434967041
46281,gds,53.116745517174344,-27.783976891724176,4.789628028869629
51983,gds,53.20399361624679,-27.772100279889838,7.135305404663086
52017,gds,53.16611577132824,-27.772043285319793,6.3311333656311035
64049,gds,53.18478625734835,-27.74404552734683,5.271345615386963
65646,gds,53.15818278196654,-27.73913159824651,5.6580657958984375
66116,gds,53.16137624108439,-27.73766821890653,6.84642219543457
