id,ra,dec,zspec,q_zsp
VANDELS_CDFS_005852,53.079970,-27.855660,3.3826,3
VANDELS_CDFS_005955,53.094150,-27.854990,3.6608,4
VANDELS_CDFS_006176,53.096470,-27.852350,3.6655,2
VANDELS_CDFS_006320,53.101740,-27.850970,,0
VANDELS_CDFS_006271,53.076660,-27.851370,3.5626,3
VANDELS_CDFS_006752,53.076400,-27.848660,1.541,14
VANDELS_CDFS_006520,53.066270,-27.849060,3.7004,4
VANDELS_CDFS_006905,53.070230,-27.845530,3.6885,4
VANDELS_CDFS_007493,53.087610,-27.839820,3.4772,3
VANDELS_CDFS_009536,53.097030,-27.823910,1.1575,4
VANDELS_CDFS_009672,53.101500,-27.821630,2.6325,1
VANDELS_CDFS_008001,53.067770,-27.835330,4.2315,3
VANDELS_CDFS_008812,53.065250,-27.828630,3.4719,4
VANDELS_CDFS_009033,53.064000,-27.826690,4.2728,4
VANDELS_CDFS_009093,53.076700,-27.826410,3.3626,3
VANDELS_CDFS_009384,53.078520,-27.823530,3.548,4
VANDELS_CDFS_009300,53.075960,-27.824370,3.2299,2
VANDELS_CDFS_009134,53.060410,-27.825760,4.286,4
VANDELS_CDFS_009064,53.051480,-27.826480,3.286,2
VANDELS_CDFS_009136,53.053550,-27.825800,,-10
VANDELS_CDFS_010097,53.053640,-27.817500,3.617,21
VANDELS_CDFS_010415,53.069060,-27.814730,3.2529,9
VANDELS_CDFS_010177,53.059650,-27.816730,3.4701,3
VANDELS_CDFS_010094,53.055630,-27.817650,3.5566,3
VANDELS_CDFS_009435,53.084020,-27.823460,3.6528,4
VANDELS_CDFS_009705,53.086980,-27.821140,2.4824,4
VANDELS_CDFS_012607,53.093540,-27.796150,4.5389,3
VANDELS_CDFS_013340,53.080870,-27.791220,3.2634,4
VANDELS_CDFS_005756,53.184450,-27.857430,1.2503,4
VANDELS_CDFS_006500,53.183430,-27.849010,,0
VANDELS_CDFS_006664,53.193050,-27.848050,2.8895,4
VANDELS_CDFS_007084,53.190510,-27.843790,3.1004,1
VANDELS_CDFS_006327,53.178280,-27.850720,3.4937,4
VANDELS_CDFS_005827,53.161500,-27.856010,3.0338,14
VANDELS_CDFS_005958,53.162330,-27.854640,5.78,9
VANDELS_CDFS_005966,53.163290,-27.854710,0.6479,24
VANDELS_CDFS_006177,53.168180,-27.852940,,20
VANDELS_CDFS_006178,53.168490,-27.852670,3.052,3
VANDELS_CDFS_007847,53.164760,-27.836890,3.1284,4
VANDELS_CDFS_007935,53.165600,-27.836830,2.6068,4
VANDELS_CDFS_007160,53.197400,-27.842770,3.229,1
VANDELS_CDFS_007832,53.194780,-27.836860,3.3174,1
VANDELS_CDFS_008884,53.197070,-27.827860,,0
VANDELS_CDFS_008196,53.205370,-27.833820,2.648,4
VANDELS_CDFS_009113,53.192600,-27.826060,3.6687,4
VANDELS_CDFS_009252,53.190520,-27.824670,3.6696,1
VANDELS_CDFS_008906,53.177830,-27.827680,4.834,4
VANDELS_CDFS_008948,53.177750,-27.827490,4.833,3
VANDELS_CDFS_009297,53.179520,-27.824430,3.0376,1
VANDELS_CDFS_010131,53.204180,-27.817210,4.4295,4
VANDELS_CDFS_008284,53.157340,-27.833680,1.0025,4
VANDELS_CDFS_010254,53.140560,-27.816390,2.9427,1
VANDELS_CDFS_010294,53.141630,-27.816560,,20
VANDELS_CDFS_009551,53.175640,-27.822230,3.0602,3
VANDELS_CDFS_009636,53.178240,-27.821460,4.3209,1
VANDELS_CDFS_009713,53.171590,-27.820810,,0
VANDELS_CDFS_012668,53.173760,-27.796340,3.6771,1
VANDELS_CDFS_012924,53.175220,-27.794600,2.99,2
VANDELS_CDFS_012448,53.167900,-27.797950,3.4596,3
VANDELS_CDFS_013232,53.175940,-27.792510,3.705,2
VANDELS_CDFS_009826,53.221640,-27.819900,,0
VANDELS_CDFS_029895,53.213010,-27.821790,3.641,1
VANDELS_CDFS_009911,53.210390,-27.819370,4.1204,3
VANDELS_CDFS_010362,53.216480,-27.815180,3.591,3
VANDELS_CDFS_012786,53.217730,-27.795030,3.3449,3
VANDELS_CDFS_013199,53.213140,-27.792110,3.3442,1
VANDELS_CDFS_122764,53.238820,-27.792100,3.492,4
VANDELS_CDFS_122687,53.250600,-27.792380,2.6402,4
VANDELS_CDFS_225987,53.254130,-27.790610,4.9041,3
VANDELS_CDFS_226697,53.256990,-27.784420,4.8434,3
VANDELS_CDFS_226964,53.241040,-27.783530,3.6004,4
VANDELS_CDFS_226940,53.244930,-27.783330,4.907,3
VANDELS_CDFS_013346,53.230650,-27.792560,1.2961,4
VANDELS_CDFS_014277,53.231560,-27.785080,3.3616,14
VANDELS_CDFS_014729,53.233330,-27.782300,3.6075,4
VANDELS_CDFS_014220,53.219810,-27.785760,0.735,24
VANDELS_CDFS_014210,53.221410,-27.785670,,-10
VANDELS_CDFS_123652,53.240050,-27.783660,2.8095,4
VANDELS_CDFS_227669,53.237780,-27.777820,3.4677,2
VANDELS_CDFS_013447,53.197420,-27.790600,4.0386,4
VANDELS_CDFS_013721,53.191530,-27.789180,2.5821,2
VANDELS_CDFS_013868,53.211070,-27.787570,4.3665,9
VANDELS_CDFS_014908,53.213180,-27.782030,2.8126,4
VANDELS_CDFS_013811,53.201150,-27.788140,,-10
VANDELS_CDFS_015297,53.182030,-27.779550,2.4701,4
VANDELS_CDFS_015381,53.180510,-27.779670,,20
VANDELS_CDFS_015555,53.199940,-27.777610,2.8297,4
VANDELS_CDFS_015428,53.190760,-27.778040,3.0037,4
VANDELS_CDFS_016098,53.192920,-27.773320,3.7708,3
VANDELS_CDFS_016119,53.185670,-27.773210,3.787,21
VANDELS_CDFS_016060,53.190050,-27.773290,3.677,22
VANDELS_CDFS_016079,53.190570,-27.773190,3.1845,29
VANDELS_CDFS_016368,53.188060,-27.771530,3.4219,3
VANDELS_CDFS_016189,53.195950,-27.772670,2.538,1
VANDELS_CDFS_016313,53.194570,-27.771650,3.4343,21
VANDELS_CDFS_016362,53.193520,-27.771670,3.8076,1
VANDELS_CDFS_015353,53.215430,-27.778780,4.1218,4
VANDELS_CDFS_016570,53.223720,-27.769820,4.1238,2
VANDELS_CDFS_015986,53.211010,-27.773880,3.1886,2
VANDELS_CDFS_016715,53.217920,-27.769350,1.3172,24
VANDELS_CDFS_016643,53.218920,-27.769460,2.578,3
VANDELS_CDFS_229783,53.231000,-27.762220,3.2961,2
VANDELS_CDFS_126353,53.233800,-27.759070,2.8514,2
VANDELS_CDFS_032119,53.223140,-27.764040,3.6012,4
VANDELS_CDFS_017309,53.220540,-27.763930,3.1799,3
VANDELS_CDFS_017529,53.228020,-27.762230,3.41,1
VANDELS_CDFS_017454,53.212270,-27.762970,0.425,4
VANDELS_CDFS_032490,53.219550,-27.754030,3.0747,4
VANDELS_CDFS_018675,53.223560,-27.752050,3.4686,4
VANDELS_CDFS_018615,53.215530,-27.752420,3.7351,2
VANDELS_CDFS_018646,53.214600,-27.752660,2.3977,4
VANDELS_CDFS_018915,53.210490,-27.750230,3.6012,4
VANDELS_CDFS_010302,53.138380,-27.816320,2.6633,1
VANDELS_CDFS_010226,53.134200,-27.816280,4.1173,2
VANDELS_CDFS_012637,53.122590,-27.795840,3.4655,4
VANDELS_CDFS_013975,53.165530,-27.788130,2.8449,4
VANDELS_CDFS_014436,53.133030,-27.784470,3.6085,1
VANDELS_CDFS_015547,53.145350,-27.778840,3.2681,1
VANDELS_CDFS_015798,53.160080,-27.776360,2.5439,4
VANDELS_CDFS_016629,53.154460,-27.771430,2.2259,4
VANDELS_CDFS_016444,53.144650,-27.771110,3.082,4
VANDELS_CDFS_012822,53.106970,-27.794650,3.625,2
VANDELS_CDFS_030873,53.100950,-27.794080,3.4972,2
VANDELS_CDFS_014876,53.118790,-27.782820,3.442,1
VANDELS_CDFS_017086,53.127330,-27.765820,,0
VANDELS_CDFS_018419,53.126440,-27.756540,1.2211,4
VANDELS_CDFS_018312,53.135870,-27.755650,3.045,2
VANDELS_CDFS_018317,53.137550,-27.755170,4.8284,4
VANDELS_CDFS_018699,53.124250,-27.753000,1.2227,4
VANDELS_CDFS_018471,53.121510,-27.754110,2.4306,3
VANDELS_CDFS_019185,53.126480,-27.750310,2.5734,3
VANDELS_CDFS_016054,53.178270,-27.774010,3.6656,4
VANDELS_CDFS_016769,53.175580,-27.768710,3.6951,3
VANDELS_CDFS_017345,53.177070,-27.764350,3.6052,4
VANDELS_CDFS_017476,53.170230,-27.762850,5.2602,3
VANDELS_CDFS_017541,53.170800,-27.762230,5.2579,1
VANDELS_CDFS_017223,53.157580,-27.764720,3.555,4
VANDELS_CDFS_018242,53.160250,-27.755700,3.4926,1
VANDELS_CDFS_018775,53.183210,-27.751340,3.3245,3
VANDELS_CDFS_018536,53.197520,-27.753330,3.06,2
VANDELS_CDFS_018959,53.202350,-27.751280,1.1135,4
VANDELS_CDFS_019160,53.195970,-27.748100,3.4204,1
VANDELS_CDFS_019305,53.195710,-27.747050,,20
VANDELS_CDFS_019348,53.195250,-27.746880,3.726,2
VANDELS_CDFS_018969,53.207990,-27.749930,3.6666,4
VANDELS_CDFS_019009,53.204850,-27.749440,3.6106,4
VANDELS_CDFS_019150,53.204890,-27.748290,3.6046,4
VANDELS_CDFS_019582,53.207130,-27.743990,3.6829,23
VANDELS_CDFS_232419,53.215220,-27.741510,3.421,3
VANDELS_CDFS_019593,53.209350,-27.743940,3.4246,4
VANDELS_CDFS_019872,53.199530,-27.741490,3.4521,4
VANDELS_CDFS_019619,53.191060,-27.743690,3.1767,1
VANDELS_CDFS_020270,53.199260,-27.737620,3.8428,2
VANDELS_CDFS_020698,53.203170,-27.733700,6.0982,9
VANDELS_CDFS_020746,53.204870,-27.733420,3.6069,3
VANDELS_CDFS_021122,53.198230,-27.730100,3.6717,1
VANDELS_CDFS_021341,53.200150,-27.729570,1.0939,4
VANDELS_CDFS_020988,53.195030,-27.731200,3.2638,4
VANDELS_CDFS_018808,53.140200,-27.751130,3.2501,3
VANDELS_CDFS_021075,53.151800,-27.730680,3.6905,1
VANDELS_CDFS_020533,53.178010,-27.735440,3.1854,3
VANDELS_CDFS_021167,53.177730,-27.730110,2.6842,1
VANDELS_CDFS_021872,53.168250,-27.727300,1.179,4
VANDELS_CDFS_021637,53.180130,-27.725900,4.3619,4
VANDELS_CDFS_021929,53.178420,-27.724640,1.3403,4
VANDELS_CDFS_021913,53.163240,-27.724730,1.1767,4
VANDELS_CDFS_024120,53.179760,-27.711680,1.4147,4
VANDELS_CDFS_023349,53.181240,-27.711470,3.4604,4
VANDELS_CDFS_023921,53.183040,-27.708990,1.4174,4
VANDELS_CDFS_026569,53.175500,-27.710040,4.1246,9
VANDELS_CDFS_023215,53.169790,-27.709650,3.4702,4
VANDELS_CDFS_026519,53.171470,-27.703440,3.1824,2
VANDELS_CDFS_026535,53.174720,-27.704070,1.0403,4
VANDELS_CDFS_216825,53.002970,-27.859600,4.4385,3
VANDELS_CDFS_217268,53.002290,-27.855760,2.4618,1
VANDELS_CDFS_217488,53.000880,-27.854080,4.3259,4
VANDELS_CDFS_217955,53.006880,-27.850670,3.327,3
VANDELS_CDFS_218144,53.008230,-27.849140,3.675,2
VANDELS_CDFS_218736,53.013240,-27.844480,3.4659,3
VANDELS_CDFS_115673,53.003740,-27.851440,2.9647,4
VANDELS_CDFS_217954,53.002150,-27.850680,3.4821,4
VANDELS_CDFS_220618,52.997730,-27.830550,4.2136,3
VANDELS_CDFS_219212,53.018540,-27.841270,3.7061,3
VANDELS_CDFS_008278,53.026260,-27.832920,3.8101,2
VANDELS_CDFS_220026,53.013230,-27.834600,3.4888,4
VANDELS_CDFS_220642,53.022500,-27.830030,3.6448,1
VANDELS_CDFS_118745,53.025490,-27.824360,1.3796,4
VANDELS_CDFS_009692,53.026840,-27.820970,3.4698,4
VANDELS_CDFS_009856,53.028180,-27.820550,1.2533,4
VANDELS_CDFS_010242,53.030540,-27.816660,2.649,4
VANDELS_CDFS_220795,53.011330,-27.829040,3.3776,2
VANDELS_CDFS_220855,53.014920,-27.828620,2.8464,1
VANDELS_CDFS_220986,53.001290,-27.827750,4.3305,1
VANDELS_CDFS_118799,53.007840,-27.823130,1.0451,4
VANDELS_CDFS_221849,53.019220,-27.821800,3.2177,3
VANDELS_CDFS_010287,53.022680,-27.816610,1.2153,4
VANDELS_CDFS_010207,53.017280,-27.816450,3.714,3
VANDELS_CDFS_116405,52.979600,-27.841230,1.2116,4
VANDELS_CDFS_220395,52.971820,-27.832400,4.33,2
VANDELS_CDFS_118496,52.981750,-27.825760,1.2138,4
VANDELS_CDFS_118459,52.972520,-27.827810,3.7334,4
VANDELS_CDFS_222348,52.964980,-27.817750,4.2135,3
VANDELS_CDFS_221651,52.977370,-27.823030,4.0782,4
VANDELS_CDFS_222738,52.974600,-27.814850,2.446,1
VANDELS_CDFS_222772,53.003240,-27.814480,4.0695,3
VANDELS_CDFS_121804,53.012420,-27.799280,2.6124,2
VANDELS_CDFS_122861,52.997940,-27.790820,2.4434,4
VANDELS_CDFS_123006,53.002140,-27.790150,3.4746,4
VANDELS_CDFS_010007,53.043970,-27.818670,3.4721,3
VANDELS_CDFS_009935,53.048830,-27.819800,2.3643,4
VANDELS_CDFS_010304,53.048900,-27.815990,3.2177,3
VANDELS_CDFS_010040,53.044830,-27.818020,4.249,1
VANDELS_CDFS_013041,53.041500,-27.793310,3.646,3
VANDELS_CDFS_013224,53.040810,-27.792160,2.5739,2
VANDELS_CDFS_013776,53.045540,-27.789310,1.2195,4
VANDELS_CDFS_012757,53.066760,-27.797220,0.677,4
VANDELS_CDFS_013394,53.070470,-27.790920,3.3301,2
VANDELS_CDFS_013389,53.059390,-27.790790,,0
VANDELS_CDFS_014166,53.073560,-27.785870,4.1869,2
VANDELS_CDFS_014195,53.073500,-27.786750,2.3242,4
VANDELS_CDFS_014077,53.067680,-27.786300,3.5175,3
VANDELS_CDFS_013637,53.051940,-27.791440,1.0178,4
VANDELS_CDFS_013703,53.056440,-27.788960,3.5135,4
VANDELS_CDFS_013706,53.056550,-27.788780,3.5169,4
VANDELS_CDFS_013810,53.054370,-27.788330,3.3304,3
VANDELS_CDFS_014326,53.056100,-27.786270,2.6166,4
VANDELS_CDFS_014329,53.056500,-27.785450,2.6179,4
VANDELS_CDFS_015347,53.055070,-27.778500,3.5124,4
VANDELS_CDFS_015039,53.060800,-27.780640,3.0492,4
VANDELS_CDFS_016024,53.073150,-27.773630,5.533,1
VANDELS_CDFS_225147,53.014290,-27.796600,3.3976,4
VANDELS_CDFS_013423,53.035320,-27.790760,3.5486,3
VANDELS_CDFS_015098,53.018530,-27.783690,1.2207,4
VANDELS_CDFS_226868,53.012330,-27.784040,3.6884,4
VANDELS_CDFS_016616,53.019900,-27.770700,1.2215,4
VANDELS_CDFS_016360,53.049980,-27.772490,1.0334,4
VANDELS_CDFS_016133,53.033940,-27.773030,3.1125,2
VANDELS_CDFS_017249,53.043290,-27.765120,2.5648,4
VANDELS_CDFS_032065,53.052120,-27.765260,3.5353,3
VANDELS_CDFS_017433,53.048370,-27.765040,1.0388,4
VANDELS_CDFS_017602,53.052050,-27.761700,3.9489,4
VANDELS_CDFS_016526,53.027590,-27.770280,3.144,4
VANDELS_CDFS_017757,53.031180,-27.760670,2.3694,3
VANDELS_CDFS_017995,53.034740,-27.757850,3.4192,3
VANDELS_CDFS_018281,53.028390,-27.756770,1.3739,4
VANDELS_CDFS_018409,53.030090,-27.754240,3.4213,9
VANDELS_CDFS_032307,53.038410,-27.759040,3.4195,9
VANDELS_CDFS_018201,53.041080,-27.756160,3.7046,4
VANDELS_CDFS_018744,53.047810,-27.751420,3.6554,3
VANDELS_CDFS_018505,53.035290,-27.753430,3.4321,4
VANDELS_CDFS_227759,52.985870,-27.777240,3.561,1
VANDELS_CDFS_125586,52.969210,-27.768530,2.5307,4
VANDELS_CDFS_017195,53.015740,-27.765080,3.468,3
VANDELS_CDFS_017335,53.014350,-27.764240,3.4096,1
VANDELS_CDFS_032117,53.013930,-27.764050,2.736,21
VANDELS_CDFS_017322,53.011160,-27.763890,4.2952,3
VANDELS_CDFS_017726,53.013400,-27.760440,3.5222,2
VANDELS_CDFS_126325,53.005650,-27.761190,1.043,4
VANDELS_CDFS_126785,53.002360,-27.759390,2.7196,4
VANDELS_CDFS_126089,53.009010,-27.763090,1.0339,4
VANDELS_CDFS_230267,53.008810,-27.758320,3.2005,1
VANDELS_CDFS_018130,53.010840,-27.757920,1.0444,4
VANDELS_CDFS_229304,52.987200,-27.766030,3.5757,4
VANDELS_CDFS_229380,52.993090,-27.764690,3.403,3
VANDELS_CDFS_229627,52.993060,-27.763440,3.7709,3
VANDELS_CDFS_229681,52.993240,-27.762910,3.3291,4
VANDELS_CDFS_126819,52.982180,-27.759180,2.8185,4
VANDELS_CDFS_230913,52.993540,-27.753250,3.1237,1
VANDELS_CDFS_017776,53.017920,-27.760050,4.3452,3
VANDELS_CDFS_018081,53.019630,-27.757070,3.8166,22
VANDELS_CDFS_032379,53.019950,-27.757220,3.8198,1
VANDELS_CDFS_018882,53.025710,-27.750520,3.401,4
VANDELS_CDFS_018182,53.013920,-27.756820,2.3145,4
VANDELS_CDFS_018722,53.014790,-27.751730,3.8193,3
VANDELS_CDFS_019237,53.024070,-27.747490,3.1067,2
VANDELS_CDFS_019276,53.020290,-27.747610,3.3997,4
VANDELS_CDFS_019367,53.017160,-27.746370,3.4057,4
VANDELS_CDFS_019568,53.035240,-27.744120,4.1378,4
VANDELS_CDFS_019824,53.020580,-27.742150,3.4762,14
VANDELS_CDFS_020583,53.030790,-27.734900,3.4932,4
VANDELS_CDFS_021029,53.031460,-27.732400,1.2151,4
VANDELS_CDFS_019482,53.015360,-27.744900,4.0555,21
VANDELS_CDFS_019505,53.016600,-27.744850,3.3959,4
VANDELS_CDFS_019822,53.013950,-27.741800,3.4783,3
VANDELS_CDFS_128455,53.003630,-27.745590,3.4813,4
VANDELS_CDFS_020445,53.009010,-27.736010,3.4677,3
VANDELS_CDFS_020463,53.009420,-27.736250,,20
VANDELS_CDFS_020954,53.020160,-27.731900,3.4926,4
VANDELS_CDFS_021203,53.017150,-27.729260,3.4982,4
VANDELS_CDFS_021090,53.012990,-27.730780,3.4641,2
VANDELS_CDFS_021141,53.011960,-27.730030,3.475,4
VANDELS_CDFS_021698,53.023510,-27.725250,,0
VANDELS_CDFS_127412,52.969950,-27.753160,2.6894,4
VANDELS_CDFS_231493,52.974290,-27.749080,3.4612,4
VANDELS_CDFS_232332,52.975710,-27.742870,4.5628,24
VANDELS_CDFS_231380,52.990300,-27.748960,3.5745,3
VANDELS_CDFS_232166,52.989650,-27.744200,3.5754,3
VANDELS_CDFS_128788,52.977700,-27.743060,2.613,4
VANDELS_CDFS_232911,52.984470,-27.738030,4.8074,4
VANDELS_CDFS_128113,52.966010,-27.747440,1.3174,4
VANDELS_CDFS_129182,52.979110,-27.736240,1.364,4
VANDELS_CDFS_130113,52.979830,-27.731160,2.5675,4
VANDELS_CDFS_234922,52.975620,-27.722810,3.1314,3
VANDELS_CDFS_129134,52.995680,-27.739860,3.2054,4
VANDELS_CDFS_020879,53.007760,-27.732290,3.4745,3
VANDELS_CDFS_129515,52.995520,-27.733070,1.295,4
VANDELS_CDFS_130095,52.989860,-27.731820,3.2135,3
VANDELS_CDFS_021467,53.006100,-27.727020,3.4186,3
VANDELS_CDFS_023367,53.008830,-27.712130,2.91,1
VANDELS_CDFS_235270,52.990420,-27.720920,4.4216,3
VANDELS_CDFS_023037,53.001490,-27.708490,2.9781,4
VANDELS_CDFS_031364,53.086880,-27.781030,,0
VANDELS_CDFS_016735,53.075880,-27.768670,3.429,3
VANDELS_CDFS_017586,53.083980,-27.762000,2.6884,1
VANDELS_CDFS_018372,53.075270,-27.755190,3.7041,4
VANDELS_CDFS_018554,53.074880,-27.753470,3.705,3
VANDELS_CDFS_018717,53.095350,-27.751850,4.7795,3
VANDELS_CDFS_018354,53.082530,-27.755260,2.926,1
VANDELS_CDFS_018763,53.077080,-27.751330,3.7159,2
VANDELS_CDFS_019125,53.081110,-27.748350,3.165,1
VANDELS_CDFS_019043,53.087010,-27.749110,3.6018,1
VANDELS_CDFS_017900,53.109550,-27.760050,1.224,4
VANDELS_CDFS_018468,53.114050,-27.754040,3.1106,2
VANDELS_CDFS_018947,53.096270,-27.749800,4.0788,4
VANDELS_CDFS_019613,53.093640,-27.744010,3.4857,4
VANDELS_CDFS_019901,53.088960,-27.741050,,0
VANDELS_CDFS_022198,53.108260,-27.721920,1.215,4
VANDELS_CDFS_019527,53.063330,-27.744560,3.113,4
VANDELS_CDFS_019833,53.065230,-27.742900,2.6166,4
VANDELS_CDFS_020014,53.066960,-27.740560,4.136,4
VANDELS_CDFS_019811,53.043800,-27.741890,,20
VANDELS_CDFS_019868,53.044390,-27.741460,4.145,4
VANDELS_CDFS_020134,53.047940,-27.739040,3.286,2
VANDELS_CDFS_020519,53.054010,-27.735350,3.9477,4
VANDELS_CDFS_019946,53.064800,-27.740960,2.4352,3
VANDELS_CDFS_021735,53.062820,-27.726460,1.6098,4
VANDELS_CDFS_020314,53.089730,-27.737650,3.05,1
VANDELS_CDFS_021470,53.091430,-27.727430,2.5782,4
VANDELS_CDFS_021103,53.078010,-27.731030,2.4154,4
VANDELS_CDFS_021799,53.082740,-27.724450,3.2281,9
VANDELS_CDFS_022089,53.084910,-27.722240,3.2003,2
VANDELS_CDFS_021776,53.098510,-27.724620,4.741,4
VANDELS_CDFS_022351,53.079380,-27.720870,3.11,21
VANDELS_CDFS_022276,53.080640,-27.720810,3.1102,2
VANDELS_CDFS_023527,53.078340,-27.713370,3.106,4
VANDELS_CDFS_023035,53.087520,-27.707790,3.212,2
VANDELS_CDFS_021889,53.142330,-27.723690,3.3239,3
VANDELS_CDFS_022194,53.116180,-27.721020,5.7926,9
VANDELS_CDFS_022290,53.115710,-27.720090,4.4922,4
VANDELS_CDFS_023509,53.134830,-27.713360,2.4316,4
VANDELS_CDFS_022623,53.153670,-27.717740,1.6121,24
VANDELS_CDFS_023991,53.151070,-27.717350,0.0,24
VANDELS_CDFS_022641,53.154080,-27.717870,1.2218,24
VANDELS_CDFS_022649,53.154000,-27.717560,1.6133,3
VANDELS_CDFS_023170,53.157440,-27.709020,2.9774,4
VANDELS_CDFS_025931,53.159280,-27.696350,3.3381,3
VANDELS_CDFS_025514,53.161380,-27.694350,2.3145,3
VANDELS_CDFS_026735,53.142670,-27.705230,3.187,1
VANDELS_CDFS_026081,53.140100,-27.701460,3.826,4
VANDELS_CDFS_025532,53.149740,-27.693230,3.409,1
VANDELS_CDFS_025472,53.147520,-27.693550,3.4196,4
VANDELS_CDFS_025111,53.145880,-27.688190,3.6186,3
VANDELS_CDFS_024975,53.145730,-27.686970,3.187,4
VANDELS_CDFS_025708,53.144380,-27.687590,3.6192,4
VANDELS_CDFS_023666,53.107600,-27.713980,3.914,4
VANDELS_CDFS_023010,53.104140,-27.708020,3.32,2
VANDELS_CDFS_025465,53.116000,-27.693560,1.0424,4
VANDELS_CDFS_025478,53.111640,-27.691550,2.4272,4
VANDELS_CDFS_034186,53.113350,-27.685530,4.8293,9
VANDELS_CDFS_024910,53.101520,-27.685290,3.5728,4
VANDELS_CDFS_024854,53.105440,-27.686880,2.6143,4
VANDELS_CDFS_025026,53.138070,-27.688820,3.048,1
VANDELS_CDFS_025206,53.137440,-27.688070,1.0425,4
VANDELS_CDFS_024803,53.124980,-27.684450,4.3016,9
VANDELS_CDFS_024779,53.129340,-27.680600,1.0379,4
VANDELS_CDFS_024732,53.122710,-27.684640,3.5595,3
VANDELS_CDFS_024679,53.119020,-27.682160,4.608,3
VANDELS_CDFS_024307,53.109070,-27.677940,,0
VANDELS_CDFS_024133,53.119180,-27.673000,2.986,4
VANDELS_CDFS_024233,53.133320,-27.674770,3.2357,1
VANDELS_CDFS_019988,53.043010,-27.740380,4.7351,4
VANDELS_CDFS_020745,53.045910,-27.733630,3.4946,3
VANDELS_CDFS_020707,53.044750,-27.733650,3.6676,21
VANDELS_CDFS_021042,53.037730,-27.731060,4.2944,3
VANDELS_CDFS_021023,53.032250,-27.731040,3.5818,3
VANDELS_CDFS_021143,53.040600,-27.730070,4.1385,3
VANDELS_CDFS_021733,53.055320,-27.724980,3.1087,214
VANDELS_CDFS_021748,53.056520,-27.724960,3.4979,4
VANDELS_CDFS_022490,53.048020,-27.719740,1.3295,4
VANDELS_CDFS_022652,53.033080,-27.717340,3.4325,4
VANDELS_CDFS_022563,53.038760,-27.717840,3.0004,4
VANDELS_CDFS_022638,53.038690,-27.717230,3.4288,4
VANDELS_CDFS_023249,53.040480,-27.710720,3.0031,4
VANDELS_CDFS_026784,53.047180,-27.705440,3.2324,2
VANDELS_CDFS_034641,53.045300,-27.705240,3.9314,4
VANDELS_CDFS_022799,53.064050,-27.716370,2.5429,4
VANDELS_CDFS_022728,53.060620,-27.716480,3.0933,21
VANDELS_CDFS_023994,53.060630,-27.714660,4.375,2
VANDELS_CDFS_023836,53.069320,-27.714820,3.8007,4
VANDELS_CDFS_026654,53.062600,-27.702520,2.7772,4
VANDELS_CDFS_026820,53.071140,-27.706410,,0
VANDELS_CDFS_026057,53.072960,-27.699470,3.5768,4
VANDELS_CDFS_025972,53.065630,-27.699530,3.6444,4
VANDELS_CDFS_025760,53.069090,-27.696510,4.79,4
VANDELS_CDFS_025428,53.075770,-27.693920,3.5783,3
VANDELS_CDFS_026421,53.046820,-27.703310,3.674,3
VANDELS_CDFS_025740,53.061900,-27.694490,5.578,1
VANDELS_CDFS_025466,53.061040,-27.693480,1.3381,4
VANDELS_CDFS_025150,53.066240,-27.689990,5.558,9
VANDELS_CDFS_025002,53.066710,-27.688310,3.7915,4
VANDELS_CDFS_025283,53.058130,-27.690540,3.035,1
VANDELS_CDFS_246045,53.065640,-27.680940,3.5755,4
VANDELS_CDFS_023403,53.017290,-27.710400,3.1386,3
VANDELS_CDFS_022915,53.020820,-27.706670,2.626,2
VANDELS_CDFS_034491,53.034960,-27.696560,3.007,2
VANDELS_CDFS_025781,53.034100,-27.696500,4.7983,22
VANDELS_CDFS_023052,53.009010,-27.708450,3.1702,3
VANDELS_CDFS_238730,53.009360,-27.695810,4.0305,4
VANDELS_CDFS_241075,53.023710,-27.682590,3.0014,1
VANDELS_CDFS_025948,53.041410,-27.695740,3.6702,4
VANDELS_CDFS_025828,53.049120,-27.691290,3.347,4
VANDELS_CDFS_141850,53.046610,-27.677920,2.5888,3
VANDELS_CDFS_140512,53.051990,-27.677580,1.3256,3
VANDELS_CDFS_141150,53.026180,-27.684780,3.3706,2
VANDELS_CDFS_244771,53.037490,-27.679530,4.8057,3
VANDELS_CDFS_244169,53.027670,-27.678070,3.1491,4
VANDELS_CDFS_245649,53.040710,-27.673800,3.673,4
VANDELS_CDFS_025308,53.079290,-27.691370,2.4342,4
VANDELS_CDFS_025344,53.078440,-27.691300,,20
VANDELS_CDFS_025184,53.078790,-27.689410,3.703,3
VANDELS_CDFS_024919,53.095390,-27.687530,3.3528,4
VANDELS_CDFS_024817,53.093720,-27.682540,3.1777,3
VANDELS_CDFS_024352,53.105390,-27.677390,3.0926,1
VANDELS_CDFS_246113,53.091870,-27.676140,3.568,1
VANDELS_CDFS_024853,53.076930,-27.685190,3.2068,3
VANDELS_CDFS_024842,53.072880,-27.686180,,-10
VANDELS_CDFS_024756,53.070220,-27.683540,3.5397,2
VANDELS_CDFS_034182,53.069780,-27.683570,4.171,21
VANDELS_CDFS_245480,53.070550,-27.675550,3.245,4
VANDELS_CDFS_140821,53.088270,-27.675040,,0
VANDELS_CDFS_140672,53.089010,-27.673890,1.1275,4
VANDELS_CDFS_139973,53.086260,-27.669810,3.5362,24
