id,ra,dec,zspec,q_zsp
VANDELS_CDFS_247178,53.086710,-27.669740,3.765,1
VANDELS_CDFS_139907,53.088530,-27.669300,1.04,4
VANDELS_CDFS_024361,53.108620,-27.677770,3.369,29
VANDELS_CDFS_244772,53.098660,-27.666170,3.5092,3
VANDELS_CDFS_137006,53.102740,-27.643920,1.3259,3
VANDELS_CDFS_240934,53.110520,-27.641530,4.8023,3
VANDELS_CDFS_243898,53.068500,-27.673070,3.6458,2
VANDELS_CDFS_245171,53.072650,-27.669760,3.5901,3
VANDELS_CDFS_139425,53.067530,-27.665560,1.3245,4
VANDELS_CDFS_138991,53.062300,-27.665400,2.8123,4
VANDELS_CDFS_243762,53.065440,-27.660810,3.2278,1
VANDELS_CDFS_137719,53.073210,-27.650040,2.3087,4
VANDELS_CDFS_138050,53.055170,-27.663910,2.3097,3
VANDELS_CDFS_138449,53.051710,-27.655260,1.1266,4
VANDELS_CDFS_137731,53.049440,-27.652690,2.4741,4
VANDELS_CDFS_240571,53.095230,-27.640720,3.0428,2
VANDELS_CDFS_241007,53.078580,-27.642190,3.7871,4
VANDELS_CDFS_240866,53.078260,-27.640960,3.4477,1
VANDELS_CDFS_224823,53.295860,-27.798460,3.3913,9
VANDELS_CDFS_224952,53.282670,-27.797650,3.5573,4
VANDELS_CDFS_225152,53.292080,-27.795910,4.8854,9
VANDELS_CDFS_122314,53.278920,-27.795590,3.08,3
VANDELS_CDFS_226606,53.288440,-27.785990,4.0102,4
VANDELS_CDFS_225317,53.272860,-27.794110,3.3079,4
VANDELS_CDFS_229880,53.291690,-27.761290,3.3936,3
VANDELS_CDFS_124997,53.261220,-27.771470,2.6922,4
VANDELS_CDFS_125989,53.275300,-27.766330,3.6808,2
VANDELS_CDFS_126657,53.278410,-27.761370,2.6896,4
VANDELS_CDFS_126943,53.267780,-27.758040,2.4271,4
VANDELS_CDFS_230512,53.269640,-27.756610,3.0896,2
VANDELS_CDFS_228618,53.250810,-27.769800,3.1861,4
VANDELS_CDFS_229456,53.255130,-27.764550,3.081,2
VANDELS_CDFS_229589,53.258890,-27.763410,4.6454,9
VANDELS_CDFS_126090,53.242050,-27.764160,3.6341,4
VANDELS_CDFS_230755,53.254480,-27.754530,3.1835,9
VANDELS_CDFS_231194,53.260830,-27.750510,3.0743,4
VANDELS_CDFS_231418,53.288450,-27.749730,3.8319,4
VANDELS_CDFS_231741,53.287110,-27.747690,4.0068,4
VANDELS_CDFS_129887,53.284760,-27.733680,3.197,4
VANDELS_CDFS_126905,53.243700,-27.755670,1.0364,4
VANDELS_CDFS_018365,53.231000,-27.754650,3.6417,4
VANDELS_CDFS_127643,53.232500,-27.750140,1.601,4
VANDELS_CDFS_128563,53.258230,-27.742710,1.0886,4
VANDELS_CDFS_232876,53.246420,-27.738630,3.09,1
VANDELS_CDFS_232407,53.236250,-27.741850,3.4086,3
VANDELS_CDFS_232550,53.231700,-27.741090,3.6996,4
VANDELS_CDFS_232938,53.224070,-27.738320,3.134,1
VANDELS_CDFS_233973,53.243050,-27.730270,3.5913,4
VANDELS_CDFS_234059,53.238460,-27.729620,2.8458,2
VANDELS_CDFS_129520,53.262890,-27.734910,1.606,4
VANDELS_CDFS_130672,53.260610,-27.726880,2.5608,4
VANDELS_CDFS_132115,53.272950,-27.715310,3.9275,4
VANDELS_CDFS_234134,53.253040,-27.729140,3.9481,4
VANDELS_CDFS_130840,53.254800,-27.725240,3.1776,4
VANDELS_CDFS_234860,53.251900,-27.723600,3.4699,4
VANDELS_CDFS_234919,53.244450,-27.722970,3.1986,3
VANDELS_CDFS_235022,53.246780,-27.722040,3.1404,1
VANDELS_CDFS_235146,53.246310,-27.721490,3.8059,3
VANDELS_CDFS_235637,53.248900,-27.717840,3.0801,3
VANDELS_CDFS_235831,53.252960,-27.716590,3.1939,3
VANDELS_CDFS_131560,53.246630,-27.716970,1.22,4
VANDELS_CDFS_235909,53.246570,-27.716120,4.8055,3
VANDELS_CDFS_132586,53.251040,-27.711850,3.47,4
VANDELS_CDFS_131961,53.295380,-27.716650,3.4472,4
VANDELS_CDFS_133289,53.281670,-27.703940,1.0384,4
VANDELS_CDFS_133899,53.285130,-27.698740,1.0795,4
VANDELS_CDFS_133966,53.286190,-27.699850,2.357,4
VANDELS_CDFS_134056,53.294740,-27.697240,1.0379,4
VANDELS_CDFS_246958,53.295440,-27.681040,3.4277,9
VANDELS_CDFS_140204,53.292260,-27.681670,1.1177,4
VANDELS_CDFS_141081,53.292000,-27.680050,2.3786,3
VANDELS_CDFS_234108,53.229620,-27.729190,3.337,4
VANDELS_CDFS_131780,53.234810,-27.716720,2.5759,4
VANDELS_CDFS_131717,53.226880,-27.717620,3.0706,4
VANDELS_CDFS_021535,53.204790,-27.726450,3.6038,2
VANDELS_CDFS_021577,53.205790,-27.726360,3.201,2
VANDELS_CDFS_022076,53.200630,-27.722400,3.3441,4
VANDELS_CDFS_236734,53.218980,-27.710050,4.0056,3
VANDELS_CDFS_132306,53.217860,-27.710150,1.0928,4
VANDELS_CDFS_236838,53.218320,-27.709470,4.7212,1
VANDELS_CDFS_132583,53.217420,-27.708020,1.0266,4
VANDELS_CDFS_237615,53.216340,-27.703400,3.1045,3
VANDELS_CDFS_235725,53.243750,-27.716760,3.4168,2
VANDELS_CDFS_236349,53.246840,-27.712570,3.7916,3
VANDELS_CDFS_236495,53.242050,-27.710650,3.482,3
VANDELS_CDFS_237255,53.238910,-27.706470,3.467,4
VANDELS_CDFS_237145,53.253230,-27.705820,3.1629,2
VANDELS_CDFS_237386,53.252800,-27.704820,3.236,1
VANDELS_CDFS_133999,53.258370,-27.699660,3.4476,4
VANDELS_CDFS_237978,53.255010,-27.701180,4.1166,3
VANDELS_CDFS_238083,53.255280,-27.700400,3.8168,4
VANDELS_CDFS_238547,53.243310,-27.697220,4.366,3
VANDELS_CDFS_132959,53.230280,-27.703540,1.0348,4
VANDELS_CDFS_133330,53.234240,-27.699710,1.178,4
VANDELS_CDFS_247555,53.250190,-27.690040,3.7456,9
VANDELS_CDFS_246484,53.247490,-27.686650,3.0756,3
VANDELS_CDFS_141512,53.245090,-27.685490,1.4268,23
VANDELS_CDFS_246662,53.246390,-27.685610,3.1163,3
VANDELS_CDFS_133598,53.201970,-27.703100,4.2699,4
VANDELS_CDFS_133315,53.196480,-27.700010,0.9804,4
VANDELS_CDFS_238431,53.199310,-27.697510,3.9727,4
VANDELS_CDFS_022996,53.183640,-27.707630,4.9193,4
VANDELS_CDFS_025921,53.191320,-27.697260,2.4756,4
VANDELS_CDFS_025897,53.178960,-27.695850,3.4706,4
VANDELS_CDFS_025605,53.183710,-27.695550,4.804,2
VANDELS_CDFS_025489,53.189090,-27.692410,1.0393,4
VANDELS_CDFS_141027,53.209530,-27.687960,2.9754,4
VANDELS_CDFS_246390,53.218820,-27.685440,3.4149,4
VANDELS_CDFS_246054,53.225390,-27.677070,3.1012,2
VANDELS_CDFS_245693,53.213770,-27.679940,3.7919,3
VANDELS_CDFS_247279,53.206240,-27.676970,3.2959,3
VANDELS_CDFS_245456,53.210000,-27.671660,3.7922,3
VANDELS_CDFS_241244,53.211530,-27.667290,3.27,1
VANDELS_CDFS_244534,53.216870,-27.666210,3.7865,2
VANDELS_CDFS_245297,53.216850,-27.664420,3.6303,2
VANDELS_CDFS_247313,53.253520,-27.687080,3.6007,4
VANDELS_CDFS_140458,53.266020,-27.685220,3.4708,4
VANDELS_CDFS_245764,53.273240,-27.683880,4.3543,3
VANDELS_CDFS_141300,53.273150,-27.681620,1.1172,3
VANDELS_CDFS_246889,53.248610,-27.683540,3.1135,1
VANDELS_CDFS_140661,53.247320,-27.675590,1.0391,4
VANDELS_CDFS_140601,53.249000,-27.674650,1.0383,4
VANDELS_CDFS_245566,53.283890,-27.675200,4.115,4
VANDELS_CDFS_141956,53.280380,-27.675560,2.6852,1
VANDELS_CDFS_244246,53.235370,-27.664590,4.8698,3
VANDELS_CDFS_244400,53.227100,-27.662610,3.7972,3
VANDELS_CDFS_138598,53.233170,-27.657630,1.322,4
VANDELS_CDFS_245967,53.228600,-27.652430,3.7277,4
VANDELS_CDFS_243177,53.241820,-27.651370,4.7801,9
VANDELS_CDFS_026513,53.173470,-27.697630,1.4265,3
VANDELS_CDFS_025408,53.177360,-27.691680,3.1291,4
VANDELS_CDFS_025178,53.184370,-27.689560,2.806,3
VANDELS_CDFS_024858,53.174830,-27.686390,4.2785,3
VANDELS_CDFS_140789,53.189480,-27.677880,3.3011,3
VANDELS_CDFS_024255,53.164580,-27.675010,2.5136,2
VANDELS_CDFS_024571,53.167920,-27.674140,3.6002,3
VANDELS_CDFS_246464,53.198510,-27.675700,,0
VANDELS_CDFS_245662,53.189760,-27.667470,3.5986,4
VANDELS_CDFS_243940,53.209030,-27.662110,3.624,2
VANDELS_CDFS_243761,53.205710,-27.657460,3.618,4
VANDELS_CDFS_243195,53.180560,-27.656580,3.7939,1
VANDELS_CDFS_137621,53.180760,-27.652510,1.0381,4
VANDELS_CDFS_024334,53.153800,-27.675990,2.7293,1
VANDELS_CDFS_137469,53.157740,-27.652340,3.2441,3
VANDELS_CDFS_242971,53.168610,-27.649060,3.1131,3
VANDELS_CDFS_246963,53.172060,-27.649150,4.84,1
VANDELS_CDFS_247562,53.170450,-27.645000,3.7106,4
VANDELS_CDFS_247534,53.172840,-27.644800,4.5441,4
VANDELS_CDFS_136106,53.177170,-27.641600,1.3208,4
VANDELS_CDFS_137347,53.161160,-27.645290,4.1115,4
VANDELS_CDFS_141197,53.226740,-27.648750,1.3504,4
VANDELS_CDFS_246933,53.220330,-27.643040,4.5293,3
VANDELS_CDFS_235720,52.964150,-27.717280,4.1893,2
VANDELS_CDFS_236593,52.972640,-27.710490,2.5672,3
VANDELS_CDFS_141322,52.966220,-27.679870,3.7587,4
VANDELS_CDFS_139132,53.004580,-27.676990,2.8108,3
VANDELS_CDFS_241174,53.012230,-27.674560,3.2303,4
VANDELS_CDFS_244791,53.018010,-27.674080,3.041,3
VANDELS_CDFS_139811,53.027620,-27.667280,2.5356,4
VANDELS_CDFS_139491,53.022500,-27.667270,1.3388,14
VANDELS_CDFS_243392,53.019840,-27.662610,3.7206,3
VANDELS_CDFS_244159,53.027540,-27.662500,3.7238,4
VANDELS_CDFS_138484,53.024960,-27.661720,2.4637,4
VANDELS_CDFS_138745,53.015800,-27.657250,3.1875,4
VANDELS_CDFS_242400,53.010610,-27.650310,3.7289,4
VANDELS_CDFS_242475,53.013620,-27.650010,4.407,3
VANDELS_CDFS_242149,53.011950,-27.646270,3.3955,3
VANDELS_CDFS_137389,52.988110,-27.656140,3.6168,4
VANDELS_CDFS_241952,52.977340,-27.648120,4.2221,3
VANDELS_CDFS_137053,52.979170,-27.645470,,20
VANDELS_CDFS_137071,52.979790,-27.645930,3.4447,4
VANDELS_CDFS_242040,53.004350,-27.644300,3.7858,4
VANDELS_CDFS_242536,52.993590,-27.650120,4.394,3
VANDELS_CDFS_241652,53.011450,-27.644530,4.0257,2
VANDELS_CDFS_241706,53.041260,-27.645220,4.2411,3
VANDELS_CDFS_241868,53.040860,-27.644870,3.9457,3
VANDELS_CDFS_136901,53.038560,-27.644040,2.5378,3
VANDELS_CDFS_137268,53.031390,-27.643780,0.9761,4
VANDELS_CDFS_136255,53.031610,-27.641160,2.3102,4
VANDELS_UDS_137144,34.432390,-5.376630,2.3935,2
VANDELS_UDS_282311,34.440170,-5.370640,4.711,1
VANDELS_UDS_137542,34.426160,-5.372960,2.6647,4
VANDELS_UDS_279656,34.377930,-5.377190,4.4063,2
VANDELS_UDS_137225,34.379970,-5.374610,1.428,3
VANDELS_UDS_137026,34.384390,-5.376860,2.6977,3
VANDELS_UDS_282704,34.390830,-5.370150,3.45,3
VANDELS_UDS_138032,34.390490,-5.368760,1.536,4
VANDELS_UDS_139055,34.381900,-5.366920,1.5305,4
VANDELS_UDS_283510,34.388650,-5.368320,4.5092,3
VANDELS_UDS_281966,34.404610,-5.371310,3.9273,3
VANDELS_UDS_287299,34.417390,-5.358460,3.3227,2
VANDELS_UDS_139562,34.398470,-5.363640,2.4828,4
VANDELS_UDS_284955,34.394960,-5.363090,4.0868,4
VANDELS_UDS_140603,34.393000,-5.361130,3.4146,4
VANDELS_UDS_143223,34.402850,-5.348770,2.5558,4
VANDELS_UDS_292070,34.411360,-5.345400,3.9101,4
VANDELS_UDS_279715,34.353950,-5.377230,3.4263,2
VANDELS_UDS_280234,34.353860,-5.376700,3.4157,1
VANDELS_UDS_282599,34.334830,-5.369630,4.6562,3
VANDELS_UDS_136884,34.310270,-5.377990,2.7025,3
VANDELS_UDS_137388,34.300790,-5.375430,2.602,3
VANDELS_UDS_281893,34.296890,-5.371550,2.6924,4
VANDELS_UDS_141008,34.307750,-5.355570,1.26,4
VANDELS_UDS_280600,34.366320,-5.375320,4.0146,3
VANDELS_UDS_138226,34.371520,-5.369560,1.4263,4
VANDELS_UDS_137262,34.360580,-5.372870,1.0349,4
VANDELS_UDS_284472,34.378670,-5.365010,3.9974,3
VANDELS_UDS_289911,34.369050,-5.350910,3.3433,1
VANDELS_UDS_143762,34.385740,-5.345760,4.2344,4
VANDELS_UDS_144387,34.398630,-5.343010,1.4886,2
VANDELS_UDS_292601,34.394970,-5.343100,,0
VANDELS_UDS_145482,34.402280,-5.338420,2.4844,4
VANDELS_UDS_145732,34.399600,-5.336790,2.3893,3
VANDELS_UDS_144865,34.367190,-5.341750,2.5162,3
VANDELS_UDS_145254,34.371810,-5.338150,1.418,4
VANDELS_UDS_296635,34.396250,-5.333250,3.4104,4
VANDELS_UDS_297037,34.389260,-5.331900,2.4784,4
VANDELS_UDS_146127,34.382930,-5.335760,2.768,3
VANDELS_UDS_147570,34.387140,-5.326710,1.4883,4
VANDELS_UDS_288343,34.338450,-5.355510,4.0969,2
VANDELS_UDS_291407,34.340230,-5.347370,3.4557,2
VANDELS_UDS_292056,34.343720,-5.345540,3.7572,2
VANDELS_UDS_145171,34.359200,-5.338570,1.4044,4
VANDELS_UDS_295633,34.356560,-5.336230,3.6925,1
VANDELS_UDS_144287,34.325270,-5.343850,2.5381,4
VANDELS_UDS_144950,34.326840,-5.340580,2.4729,4
VANDELS_UDS_144901,34.336410,-5.338270,1.419,4
VANDELS_UDS_145280,34.341600,-5.339310,2.6451,3
VANDELS_UDS_294791,34.346370,-5.338320,3.353,1
VANDELS_UDS_295074,34.347920,-5.335600,3.7606,4
VANDELS_UDS_146218,34.359600,-5.333410,1.0335,24
VANDELS_UDS_146448,34.359120,-5.333310,1.0348,3
VANDELS_UDS_299304,34.369810,-5.326650,4.0342,3
VANDELS_UDS_148314,34.362850,-5.324880,2.4844,2
VANDELS_UDS_148915,34.363480,-5.321770,2.5931,3
VANDELS_UDS_149311,34.358230,-5.320210,3.1898,4
VANDELS_UDS_150922,34.369540,-5.312100,2.5123,4
VANDELS_UDS_150829,34.359530,-5.311940,1.4178,4
VANDELS_UDS_305604,34.368430,-5.309850,3.9854,4
VANDELS_UDS_305382,34.369310,-5.309790,3.9878,3
VANDELS_UDS_306424,34.367520,-5.307010,3.5236,1
VANDELS_UDS_280016,34.240720,-5.377050,4.09,3
VANDELS_UDS_280286,34.226030,-5.375930,3.8088,4
VANDELS_UDS_283858,34.238850,-5.367030,4.5215,1
VANDELS_UDS_282689,34.231060,-5.369940,4.641,9
VANDELS_UDS_283707,34.245620,-5.367380,3.3026,3
VANDELS_UDS_287490,34.226750,-5.357550,3.4518,2
VANDELS_UDS_287621,34.216390,-5.357120,2.8762,4
VANDELS_UDS_140979,34.223760,-5.359320,2.6106,4
VANDELS_UDS_291718,34.236840,-5.345040,2.685,3
VANDELS_UDS_144044,34.232480,-5.344920,2.8381,4
VANDELS_UDS_293317,34.221060,-5.342340,4.556,1
VANDELS_UDS_137188,34.285070,-5.371860,1.258,4
VANDELS_UDS_283694,34.268860,-5.367260,3.9804,1
VANDELS_UDS_287236,34.259360,-5.358560,3.2991,2
VANDELS_UDS_291550,34.273110,-5.346860,3.243,4
VANDELS_UDS_141533,34.298890,-5.356400,2.522,4
VANDELS_UDS_145009,34.318690,-5.340010,1.7396,4
VANDELS_UDS_293858,34.302320,-5.341120,4.087,3
VANDELS_UDS_144699,34.282490,-5.339480,1.535,4
VANDELS_UDS_299704,34.302120,-5.326080,3.7457,3
VANDELS_UDS_293880,34.266080,-5.340680,4.531,4
VANDELS_UDS_293370,34.250210,-5.342040,3.6824,1
VANDELS_UDS_293367,34.236490,-5.341570,5.0217,4
VANDELS_UDS_294658,34.245540,-5.338900,4.5439,3
VANDELS_UDS_148188,34.256940,-5.325200,3.0993,4
VANDELS_UDS_294827,34.278790,-5.337420,3.3856,3
VANDELS_UDS_296715,34.271320,-5.333510,3.1968,3
VANDELS_UDS_147196,34.269860,-5.329700,1.146,4
VANDELS_UDS_147660,34.280680,-5.326510,3.2489,2
VANDELS_UDS_148005,34.274640,-5.326360,3.2345,4
VANDELS_UDS_300247,34.278290,-5.324460,3.794,4
VANDELS_UDS_147251,34.267330,-5.330230,2.468,2
VANDELS_UDS_299542,34.338030,-5.326460,3.187,4
VANDELS_UDS_299602,34.313510,-5.325930,4.0818,2
VANDELS_UDS_148417,34.314680,-5.324700,2.598,4
VANDELS_UDS_148558,34.316580,-5.323590,3.9465,4
VANDELS_UDS_300267,34.317530,-5.323380,,20
VANDELS_UDS_150386,34.321830,-5.314930,2.5973,4
VANDELS_UDS_304069,34.323300,-5.312850,3.3296,1
VANDELS_UDS_150725,34.322000,-5.313070,3.1912,3
VANDELS_UDS_303730,34.333120,-5.314070,3.184,9
VANDELS_UDS_151731,34.346070,-5.307080,1.413,3
VANDELS_UDS_306356,34.335190,-5.307430,3.0855,3
VANDELS_UDS_308333,34.338060,-5.301930,3.0778,2
VANDELS_UDS_307693,34.326480,-5.303640,4.0827,2
VANDELS_UDS_308872,34.340830,-5.300240,3.1887,3
VANDELS_UDS_310438,34.333630,-5.295830,4.9198,3
VANDELS_UDS_303007,34.307500,-5.316030,3.974,1
VANDELS_UDS_303309,34.294550,-5.315200,3.1868,4
VANDELS_UDS_150237,34.295940,-5.314320,3.712,4
VANDELS_UDS_308933,34.308380,-5.299860,3.1026,3
VANDELS_UDS_152861,34.287130,-5.302630,3.7375,4
VANDELS_UDS_312994,34.299540,-5.288760,3.2362,3
VANDELS_UDS_154952,34.324270,-5.289580,1.133,4
VANDELS_UDS_155912,34.319100,-5.287630,3.2403,4
VANDELS_UDS_155776,34.304240,-5.288800,3.252,1
VANDELS_UDS_312924,34.304650,-5.288920,3.2574,2
VANDELS_UDS_000435,34.316620,-5.274720,2.3096,3
VANDELS_UDS_000982,34.323340,-5.271630,2.7888,4
VANDELS_UDS_146298,34.238980,-5.334830,2.3903,3
VANDELS_UDS_146607,34.230160,-5.332050,1.2256,3
VANDELS_UDS_300096,34.224460,-5.324660,3.1718,4
VANDELS_UDS_301260,34.216840,-5.321470,4.0961,9
VANDELS_UDS_302249,34.251520,-5.319190,3.808,4
VANDELS_UDS_150229,34.249450,-5.315640,1.9788,22
VANDELS_UDS_303286,34.250300,-5.315780,3.5432,3
VANDELS_UDS_306555,34.259090,-5.306850,3.6173,2
VANDELS_UDS_307621,34.261330,-5.303410,3.3155,2
VANDELS_UDS_307828,34.261490,-5.302390,3.3064,4
VANDELS_UDS_307726,34.239210,-5.303280,3.8046,3
VANDELS_UDS_153055,34.250950,-5.299950,1.406,4
VANDELS_UDS_154092,34.264030,-5.296600,2.611,3
VANDELS_UDS_154985,34.247840,-5.292660,2.608,4
VANDELS_UDS_303677,34.217730,-5.314650,0.6403,24
VANDELS_UDS_150506,34.218650,-5.314440,2.6366,4
VANDELS_UDS_303673,34.214040,-5.314850,,-10
VANDELS_UDS_309060,34.218890,-5.299790,3.1901,3
VANDELS_UDS_310402,34.220460,-5.295870,3.86,1
VANDELS_UDS_312746,34.243210,-5.289350,3.5207,9
VANDELS_UDS_313619,34.242560,-5.287080,3.188,4
VANDELS_UDS_314078,34.229930,-5.285790,4.063,2
VANDELS_UDS_314961,34.234830,-5.283780,3.4467,9
VANDELS_UDS_000166,34.243230,-5.275860,3.24,4
VANDELS_UDS_000149,34.234830,-5.276090,3.186,1
VANDELS_UDS_155836,34.281400,-5.287710,2.2957,4
VANDELS_UDS_316167,34.286540,-5.280000,3.2806,2
VANDELS_UDS_312977,34.272980,-5.289170,3.8041,2
VANDELS_UDS_314354,34.277250,-5.285350,3.9185,1
VANDELS_UDS_157427,34.279630,-5.280840,2.9843,3
VANDELS_UDS_000071,34.274090,-5.276600,4.0294,2
VANDELS_UDS_000330,34.302340,-5.275340,3.2256,4
VANDELS_UDS_000252,34.304570,-5.275430,3.05,1
VANDELS_UDS_000800,34.293030,-5.272530,3.7903,4
VANDELS_UDS_001325,34.297250,-5.269680,3.07,1
VANDELS_UDS_001406,34.314590,-5.269130,3.102,2
VANDELS_UDS_000938,34.290000,-5.271700,3.7973,3
VANDELS_UDS_001151,34.289540,-5.270300,,-10
VANDELS_UDS_002520,34.287920,-5.263680,3.304,1
VANDELS_UDS_003013,34.290380,-5.259540,3.1725,1
VANDELS_UDS_002209,34.301140,-5.264710,2.6,2
VANDELS_UDS_002522,34.297760,-5.262300,3.6612,1
VANDELS_UDS_314804,34.254370,-5.283670,3.8039,3
VANDELS_UDS_157626,34.258740,-5.279660,2.7071,3
VANDELS_UDS_000769,34.253980,-5.273420,1.389,4
VANDELS_UDS_000995,34.269750,-5.271170,3.81,2
VANDELS_UDS_002145,34.271590,-5.264540,3.1978,1
VANDELS_UDS_002606,34.271170,-5.261870,3.162,2
VANDELS_UDS_002579,34.245740,-5.261900,3.4741,2
VANDELS_UDS_028099,34.241650,-5.261800,,20
VANDELS_UDS_004310,34.259390,-5.251900,3.1748,3
VANDELS_UDS_004320,34.258520,-5.251770,,20
VANDELS_UDS_003462,34.284500,-5.257020,3.952,1
VANDELS_UDS_003639,34.268650,-5.255820,,20
VANDELS_UDS_003951,34.275170,-5.254340,2.6584,4
VANDELS_UDS_003670,34.267980,-5.255650,,20
VANDELS_UDS_003712,34.268250,-5.255580,3.1804,4
VANDELS_UDS_318461,34.221170,-5.272750,3.065,1
VANDELS_UDS_002545,34.227520,-5.262160,4.97,1
VANDELS_UDS_003225,34.229690,-5.258310,3.224,1
VANDELS_UDS_003586,34.230510,-5.256160,4.826,4
VANDELS_UDS_005758,34.223320,-5.242850,3.2202,3
VANDELS_UDS_005915,34.225970,-5.241990,3.8683,2
VANDELS_UDS_007707,34.236820,-5.232780,2.4682,4
VANDELS_UDS_005137,34.257330,-5.246500,3.2302,3
VANDELS_UDS_007151,34.245410,-5.235600,3.228,1
VANDELS_UDS_166396,34.218940,-5.236180,2.459,4
VANDELS_UDS_008454,34.233110,-5.228460,3.0976,2
VANDELS_UDS_009706,34.227980,-5.221090,3.4555,3
VANDELS_UDS_012963,34.231690,-5.203620,3.174,2
VANDELS_UDS_013301,34.235170,-5.201700,3.1892,1
VANDELS_UDS_013895,34.225120,-5.199780,1.5328,3
VANDELS_UDS_345763,34.215050,-5.200180,3.2,3
VANDELS_UDS_013658,34.222910,-5.199880,3.377,4
VANDELS_UDS_279265,34.588370,-5.378630,3.9962,9
VANDELS_UDS_281761,34.565560,-5.372650,4.5632,2
VANDELS_UDS_286799,34.592290,-5.359770,3.81,2
VANDELS_UDS_287326,34.572250,-5.358520,3.888,1
VANDELS_UDS_279916,34.524580,-5.377390,3.3727,2
VANDELS_UDS_280123,34.527610,-5.376560,3.3672,3
VANDELS_UDS_279944,34.500600,-5.377310,4.2728,9
VANDELS_UDS_137564,34.509500,-5.373000,1.188,4
VANDELS_UDS_284546,34.504790,-5.365650,3.1841,3
VANDELS_UDS_139813,34.489840,-5.362180,1.4189,4
VANDELS_UDS_285281,34.494360,-5.362730,3.178,1
VANDELS_UDS_288048,34.496530,-5.356160,3.5024,9
VANDELS_UDS_137515,34.545600,-5.372340,1.1122,4
VANDELS_UDS_285573,34.539100,-5.362500,3.8095,2
VANDELS_UDS_287076,34.552700,-5.358850,3.369,3
VANDELS_UDS_288117,34.543640,-5.355990,3.3703,2
VANDELS_UDS_142159,34.531220,-5.352000,1.1138,4
VANDELS_UDS_292370,34.542380,-5.344670,3.7015,3
VANDELS_UDS_142197,34.560340,-5.352250,1.1209,4
VANDELS_UDS_293061,34.562210,-5.342630,,0
VANDELS_UDS_292392,34.576640,-5.344840,4.5603,3
VANDELS_UDS_144695,34.577490,-5.341850,2.4642,4
VANDELS_UDS_294346,34.554380,-5.340050,4.6849,2
VANDELS_UDS_294727,34.555630,-5.338290,3.256,2
VANDELS_UDS_145830,34.556470,-5.336490,3.2094,4
VANDELS_UDS_147396,34.567080,-5.329140,2.5219,4
VANDELS_UDS_143327,34.517250,-5.348480,3.174,4
VANDELS_UDS_143237,34.522030,-5.346640,1.1231,4
VANDELS_UDS_291690,34.530110,-5.346870,3.8023,21
VANDELS_UDS_291619,34.532230,-5.346670,3.631,4
VANDELS_UDS_291119,34.527860,-5.346520,4.03,21
VANDELS_UDS_291779,34.528530,-5.346660,3.8048,3
VANDELS_UDS_143956,34.513000,-5.344610,1.2927,4
VANDELS_UDS_301028,34.558790,-5.322350,3.9862,4
VANDELS_UDS_301409,34.533630,-5.320010,,20
VANDELS_UDS_301670,34.533200,-5.320330,3.9233,3
VANDELS_UDS_150032,34.540130,-5.315080,1.2929,4
VANDELS_UDS_304585,34.542440,-5.312630,3.0829,2
VANDELS_UDS_297163,34.584700,-5.332590,4.1583,1
VANDELS_UDS_149586,34.591890,-5.319410,0.8746,9
VANDELS_UDS_304857,34.589010,-5.311440,3.6705,2
VANDELS_UDS_152588,34.587830,-5.304310,2.491,4
VANDELS_UDS_151133,34.556410,-5.311340,3.5628,4
VANDELS_UDS_305476,34.557800,-5.309930,3.09,1
VANDELS_UDS_307318,34.579320,-5.304780,3.918,1
VANDELS_UDS_308474,34.559920,-5.301750,4.0602,3
VANDELS_UDS_309843,34.563760,-5.297870,5.503,2
VANDELS_UDS_309997,34.564940,-5.297030,4.122,1
VANDELS_UDS_309407,34.581590,-5.298270,5.1121,2
VANDELS_UDS_310703,34.581890,-5.295480,3.5389,3
VANDELS_UDS_155661,34.586410,-5.287410,1.2619,4
VANDELS_UDS_155636,34.590970,-5.286930,1.0595,4
VANDELS_UDS_157413,34.576940,-5.280590,2.4915,4
VANDELS_UDS_157929,34.593310,-5.276700,1.1304,4
VANDELS_UDS_000785,34.581230,-5.272630,3.2547,3
VANDELS_UDS_285598,34.438640,-5.362240,3.6138,4
VANDELS_UDS_287105,34.436330,-5.358630,3.1883,2
VANDELS_UDS_287052,34.435310,-5.358950,5.7224,9
VANDELS_UDS_287593,34.443150,-5.357450,3.3592,3
VANDELS_UDS_288449,34.449440,-5.354850,2.3704,3
VANDELS_UDS_144312,34.453630,-5.342350,1.1875,4
VANDELS_UDS_141491,34.471350,-5.356820,3.8023,4
VANDELS_UDS_291938,34.486890,-5.345460,,0
VANDELS_UDS_143837,34.482430,-5.344990,1.1106,3
VANDELS_UDS_294643,34.486260,-5.338480,3.174,1
VANDELS_UDS_292167,34.458150,-5.344740,5.2417,2
VANDELS_UDS_294632,34.466150,-5.338860,3.13,1
VANDELS_UDS_145316,34.476000,-5.338080,1.1118,4
VANDELS_UDS_145513,34.479190,-5.336210,1.1108,4
VANDELS_UDS_145421,34.471400,-5.338540,3.0615,4
VANDELS_UDS_147784,34.474480,-5.327630,2.5215,4
VANDELS_UDS_288711,34.436670,-5.353110,3.1835,2
VANDELS_UDS_289827,34.438630,-5.351660,3.7172,9
VANDELS_UDS_143947,34.445810,-5.344740,1.533,1
VANDELS_UDS_291946,34.436470,-5.346040,3.9074,2
VANDELS_UDS_291806,34.421030,-5.346570,,0
