id,ra,dec,zspec,Conf
125045118,53.17363,-27.82371,5.1013,2
124011026,53.17021,-27.81999,3.9606,2
125013029,53.17229,-27.81936,3.503,1
125046119,53.17836,-27.81624,5.147,2
125049122,53.17612,-27.81478,5.4459,1
125001001,53.17246,-27.81479,3.0182,2
125059136,53.17178,-27.81651,5.8898,1
124028058,53.16575,-27.81644,4.6207,1
601031336,53.16597,-27.81741,3.0604,2
608603552,53.16575,-27.81642,4.6212,3
609813730,53.16593,-27.81678,4.8893,2
604962560,53.167,-27.81709,3.7968,2
607983464,53.16709,-27.81679,4.4791,2
601071350,53.16475,-27.81484,3.0692,3
601951683,53.16819,-27.81555,3.2589,2
608973627,53.1676,-27.81503,4.7614,2
610573845,53.17063,-27.81348,5.0724,2
600461040,53.16791,-27.81234,2.9965,3
605692794,53.16841,-27.81321,4.0298,3
125037106,53.17549,-27.81376,4.5909,2
601411508,53.17126,-27.81206,3.1141,2
607893431,53.1717,-27.81144,4.4724,2
608103476,53.17219,-27.81188,4.5109,2
613034198,53.17052,-27.81243,5.8371,2
601081352,53.1734,-27.81049,3.0694,2
602101762,53.16893,-27.81107,3.3076,2
600891276,53.17392,-27.81032,3.0361,1
606383097,53.17453,-27.80911,4.1266,1
608213487,53.17423,-27.80923,4.5169,2
600541048,53.1743,-27.80767,2.9991,2
613534254,53.17313,-27.80688,2.0729,3
155014056,53.18383,-27.80773,4.0135,1
607033225,53.17487,-27.8059,4.2741,2
607753415,53.17574,-27.80608,4.4364,3
607763416,53.17528,-27.80539,4.4345,2
608223488,53.1751,-27.80616,4.5164,2
604732527,53.17916,-27.80519,3.7283,3
601021335,53.18002,-27.80278,3.062,3
601061349,53.1807,-27.80191,3.0671,3
601631601,53.18093,-27.80273,3.173,1
609383678,53.17979,-27.80086,4.8133,3
609593700,53.1789,-27.80166,4.84,2
155012054,53.18962,-27.80064,3.7196,2
602001750,53.18194,-27.80046,3.2642,2
609243656,53.1816,-27.79998,4.793,2
612824169,53.1805,-27.80065,5.7826,2
610373821,53.18463,-27.7989,5.0374,1
155013055,53.18413,-27.79725,3.7257,2
604722526,53.18418,-27.79733,3.7266,3
612474131,53.18337,-27.79656,5.613,2
609213653,53.18497,-27.79589,4.7917,3
600391032,53.16348,-27.81467,2.9846,1
608043470,53.16392,-27.81499,4.5003,2
600441038,53.16327,-27.81379,2.9925,2
602391809,53.16469,-27.81381,3.3358,2
607233272,53.16429,-27.81083,4.6991,1
604512492,53.16019,-27.81086,3.7062,2
602421845,53.16134,-27.81028,3.3364,2
609783727,53.15906,-27.80955,4.874,2
609413681,53.16325,-27.81001,4.812,2
603342125,53.1646,-27.80867,3.4972,3
603842330,53.16405,-27.80736,3.6052,2
609453685,53.16403,-27.80905,4.8119,2
608643571,53.16831,-27.8082,2.5924,2
608713591,53.16929,-27.80826,4.6727,2
613444244,53.16998,-27.80881,6.0441,2
601041337,53.167,-27.80894,3.0643,2
601981748,53.16645,-27.80786,3.2642,2
602011751,53.16734,-27.80868,3.2646,2
607593367,53.17221,-27.80672,4.4046,2
607863428,53.1711,-27.80619,4.4717,3
605082583,53.1732,-27.80588,3.8271,2
607923458,53.16925,-27.80535,4.4726,2
607103235,53.17076,-27.80468,1.7665,3
607743414,53.16694,-27.80451,4.4342,2
603702311,53.16558,-27.80504,3.5642,2
613024197,53.16673,-27.80413,5.8337,3
613074202,53.16573,-27.80338,5.8898,2
603692310,53.16764,-27.8038,3.5649,3
609523692,53.16892,-27.8035,4.8344,2
610113769,53.16842,-27.80405,4.9515,3
601551592,53.16956,-27.80294,3.1569,2
603012065,53.16986,-27.80334,3.4462,3
608353507,53.1706,-27.80316,4.5306,2
607553362,53.16791,-27.80317,4.3956,2
608733593,53.16762,-27.80254,4.6731,2
608733594,53.16764,-27.80252,5.8887,1
610383822,53.15637,-27.80957,5.0505,3
612454129,53.15676,-27.80917,5.5889,2
606843189,53.15828,-27.80724,4.2308,3
603722313,53.15687,-27.80836,3.5664,3
603522285,53.15646,-27.80635,3.5442,2
604382479,53.15689,-27.8065,3.7037,3
601821653,53.15921,-27.80723,3.1945,1
603822328,53.1604,-27.80597,3.6043,2
608023468,53.15991,-27.80674,4.4973,2
600411034,53.16113,-27.80608,2.9922,3
609323670,53.15957,-27.80541,4.808,2
613194214,53.15891,-27.80568,5.9328,1
608033469,53.16088,-27.80452,4.4989,3
609373677,53.16065,-27.80361,4.8091,1
606833188,53.155,-27.80697,4.2305,3
604402481,53.15643,-27.80509,3.7055,3
608123478,53.15677,-27.80569,4.5102,1
603792325,53.153,-27.806,3.6019,3
603412138,53.15432,-27.80411,3.5084,2
605772871,53.15546,-27.80382,4.05,3
608013467,53.15694,-27.80465,4.4995,3
607453345,53.15798,-27.80333,4.3677,2
608313503,53.16265,-27.80361,4.5299,3
610043761,53.16091,-27.8035,4.9443,3
609333671,53.16283,-27.80229,4.8103,3
603272103,53.16737,-27.80095,3.4789,3
605012566,53.16336,-27.79999,3.8125,2
607413341,53.16463,-27.80065,4.3654,1
612124081,53.16397,-27.79958,5.4534,3
602992063,53.16041,-27.80242,3.4442,2
603832329,53.16081,-27.80119,3.6045,3
607723412,53.15851,-27.80033,4.4317,2
610443828,53.16068,-27.79885,5.05,1
605792873,53.16271,-27.79938,4.0501,3
601601597,53.16144,-27.79846,3.1741,3
610453829,53.16071,-27.79727,5.0506,1
612134082,53.16258,-27.7955,5.451,1
609533693,53.17377,-27.80349,4.8334,2
604792534,53.17614,-27.80272,3.7415,3
612574142,53.1733,-27.80292,5.6399,2
600511045,53.1746,-27.80159,2.9985,3
614084316,53.17826,-27.80089,6.3323,3
601101354,53.17402,-27.80035,3.0708,2
601111355,53.17461,-27.8003,3.0695,2
603732314,53.17496,-27.80093,3.5649,2
601991749,53.17267,-27.7995,3.2639,2
613984304,53.16895,-27.8007,6.2511,2
607483353,53.17254,-27.79789,4.3723,2
603742315,53.17399,-27.79637,3.5656,2
602021752,53.17878,-27.79959,3.266,2
604482489,53.17869,-27.79884,3.7078,3
612264100,53.17933,-27.7981,5.5014,1
608383510,53.17978,-27.79543,4.5366,2
612844171,53.18263,-27.79575,5.7895,1
155030086,53.18331,-27.79595,4.9495,2
609263658,53.18381,-27.79459,4.797,1
610093767,53.18334,-27.79597,4.9502,3
601151365,53.18249,-27.79409,3.0756,3
600421036,53.17821,-27.7956,2.9921,3
612484132,53.17558,-27.79581,5.6192,3
605812875,53.17586,-27.79338,4.0516,3
608913621,53.18053,-27.79366,4.7336,1
610973901,53.1788,-27.79394,5.1461,2
610983902,53.17984,-27.79421,5.1467,2
607093232,53.18014,-27.79212,4.2878,2
600491043,53.17932,-27.78971,2.9955,2
613294224,53.17009,-27.79685,5.9864,2
603052076,53.16792,-27.79794,3.4634,3
605802874,53.1668,-27.79679,4.0505,2
609543694,53.16689,-27.79875,1.9974,3
604352476,53.16877,-27.79697,1.9956,2
608863611,53.16892,-27.79654,4.7061,2
609353675,53.17049,-27.79682,4.8089,2
609583699,53.17114,-27.79743,4.8392,2
608993629,53.17227,-27.79521,4.764,1
607883430,53.17339,-27.79507,4.4708,2
610993903,53.16701,-27.79498,5.1498,2
612774164,53.16709,-27.79414,5.7783,3
603022066,53.1645,-27.79515,3.4446,1
612694156,53.16403,-27.79425,5.7386,2
606133004,53.16475,-27.79365,4.1121,2
608323504,53.1647,-27.79324,4.5261,2
611533979,53.16607,-27.79315,5.3225,1
605782872,53.16833,-27.79409,4.0468,2
607083231,53.16888,-27.79413,4.2852,2
607933459,53.16821,-27.79448,4.4722,2
600581060,53.17578,-27.79216,2.9991,2
604592511,53.17548,-27.79249,3.7094,3
604612515,53.17589,-27.79254,3.7122,3
606703151,53.17351,-27.79256,4.1783,2
602081759,53.17813,-27.79024,3.3049,3
604462487,53.17422,-27.78997,3.7093,2
607423342,53.17649,-27.78923,4.3657,2
600911278,53.16919,-27.78927,3.0429,2
603612301,53.16963,-27.79076,3.5568,2
600170688,53.17097,-27.78717,2.9306,1
720040053,53.171,-27.78717,2.9278,2
606393098,53.17445,-27.78836,4.1373,2
607013223,53.17344,-27.78917,4.2763,2
606453104,53.17288,-27.78623,4.1381,2
606713152,53.17404,-27.78504,4.1786,1
121003013,53.21847,-27.82398,3.1882,3
121035080,53.21432,-27.82276,5.7908,2
121018044,53.21258,-27.8214,4.1694,2
121033078,53.22369,-27.82057,4.2646,1
121007020,53.21185,-27.8175,3.5618,3
153037110,53.21266,-27.80158,4.4303,1
153070152,53.21179,-27.8014,2.145,2
153003010,53.20378,-27.80316,3.0895,1
153008023,53.20214,-27.80433,3.3865,1
153026083,53.20856,-27.80209,3.9797,1
153010028,53.20493,-27.80334,3.4572,2
153042118,53.20324,-27.8002,4.7029,2
153002009,53.20631,-27.79881,3.0516,1
153019070,53.21258,-27.79975,3.7293,1
153036109,53.21293,-27.79356,4.4234,1
153005017,53.21063,-27.79151,3.163,1
153045122,53.21124,-27.79247,4.8503,3
155005024,53.19661,-27.79927,3.3276,3
153024080,53.20246,-27.79774,3.9221,2
155024073,53.19686,-27.79412,4.4738,2
153031096,53.20171,-27.79301,4.2998,1
155003022,53.19322,-27.79303,3.2003,2
606873192,53.19263,-27.7928,4.2323,2
155004023,53.18654,-27.79459,3.3043,2
602071758,53.18649,-27.79463,3.3023,3
604412482,53.18643,-27.7943,3.7043,2
603032067,53.19113,-27.79399,3.4521,2
155027083,53.19112,-27.79162,4.8425,2
609603701,53.19101,-27.79166,4.8429,3
153044121,53.19917,-27.78963,4.7956,1
603932350,53.19726,-27.78846,3.6494,3
152024101,53.1973,-27.78846,3.6488,2
153014036,53.19834,-27.78905,3.5527,2
604072379,53.19377,-27.79093,5.3077,1
609093639,53.19262,-27.79072,4.7774,3
601761645,53.19073,-27.78951,3.1924,2
602822045,53.19235,-27.78877,3.4309,2
603922349,53.19308,-27.78865,3.6348,1
152028107,53.19492,-27.7888,3.7086,2
603542287,53.19494,-27.78857,3.5522,2
604492490,53.19496,-27.78877,3.7074,3
612744161,53.19399,-27.78618,5.7657,1
153046123,53.21032,-27.7891,4.9259,3
153068150,53.20789,-27.78995,6.1802,1
153047124,53.20867,-27.78863,5.0032,1
153016038,53.20472,-27.79095,3.6479,2
153041117,53.21232,-27.78796,4.4758,2
153035108,53.21117,-27.78773,6.0169,1
153023079,53.21106,-27.78562,3.8759,1
153060141,53.21223,-27.78552,5.9456,1
153020071,53.20206,-27.7882,3.773,2
152006057,53.19976,-27.78808,3.0989,1
152010066,53.20162,-27.78542,3.246,2
152011067,53.20135,-27.78561,3.2464,2
152046142,53.19997,-27.78445,5.2125,1
152042137,53.2017,-27.78367,4.8475,3
152053149,53.20824,-27.78229,5.8913,2
152008064,53.20732,-27.77882,3.1193,2
152059155,53.20752,-27.77936,6.4393,1
152027106,53.20309,-27.78062,3.67,2
152016078,53.2051,-27.77834,3.4229,2
152026105,53.20821,-27.77714,3.668,2
152022099,53.20674,-27.77611,3.5693,2
607003222,53.18485,-27.79336,4.2729,2
155023072,53.18646,-27.7928,4.3687,1
605702795,53.18568,-27.79302,4.0278,2
607403340,53.18655,-27.79266,4.3661,3
602091760,53.18363,-27.79197,3.3044,2
604262458,53.18366,-27.79126,3.6797,2
606012953,53.18453,-27.7912,4.1076,3
609223654,53.18536,-27.79072,4.793,3
603912348,53.18866,-27.79076,3.6246,2
609503690,53.18822,-27.79077,4.8232,2
602772040,53.18682,-27.78939,3.4241,1
600651145,53.18793,-27.78818,3.0127,3
608363508,53.18794,-27.78902,4.5315,2
608373509,53.187,-27.78786,4.5319,2
605302679,53.18123,-27.79104,3.9341,2
605302680,53.1811,-27.7911,4.3663,2
608893619,53.18092,-27.79035,4.7302,2
601241432,53.18572,-27.78859,3.0877,2
608743595,53.18632,-27.78594,4.6821,1
608923622,53.18548,-27.78724,4.7327,2
610963900,53.18624,-27.7871,5.1448,2
604922551,53.18347,-27.78713,3.7777,1
608683577,53.18502,-27.7855,4.6447,2
607533360,53.19295,-27.78688,4.3947,3
608403512,53.19484,-27.78463,4.5425,2
604472488,53.19172,-27.78484,3.7043,2
602261795,53.18791,-27.7848,3.3266,2
607943460,53.18879,-27.78569,4.473,2
601851656,53.1866,-27.78504,3.2157,2
605832877,53.18586,-27.78501,4.0498,1
608393511,53.18579,-27.78348,4.537,2
605822876,53.18847,-27.78299,4.0494,2
605562773,53.1808,-27.78624,2.6905,3
607463346,53.18006,-27.78687,4.3723,2
604212412,53.1791,-27.78698,3.676,2
600501044,53.18442,-27.78438,2.998,3
609883744,53.18174,-27.78298,1.5717,3
601141364,53.17819,-27.78543,3.0722,2
601381485,53.17848,-27.78402,3.1913,3
604032365,53.17611,-27.78399,3.6638,2
612754162,53.17559,-27.78447,5.7698,1
601751644,53.17673,-27.78398,3.1929,3
606693150,53.17589,-27.78258,4.1785,2
609713717,53.17726,-27.78287,4.867,2
610953899,53.17752,-27.7828,5.1441,1
603582291,53.17877,-27.78377,3.5549,2
604062373,53.17926,-27.78289,3.6664,3
604202411,53.17961,-27.7821,3.6757,3
607643383,53.18105,-27.78107,4.4122,3
608073473,53.18167,-27.78213,4.5072,2
607703408,53.17954,-27.77949,2.4559,2
603752316,53.18555,-27.78326,3.5653,2
604172404,53.18505,-27.78393,3.6761,3
602872050,53.18527,-27.78024,3.4329,2
603132087,53.18448,-27.7808,3.4715,3
604632517,53.18455,-27.78122,3.7137,2
604862545,53.1844,-27.77995,3.7582,2
604912550,53.18773,-27.78053,3.7746,1
604122394,53.18864,-27.77851,3.6701,2
608803604,53.19,-27.77907,4.7039,3
612764163,53.18677,-27.77728,5.7719,2
613774280,53.18747,-27.77794,6.1174,2
607513358,53.18305,-27.78039,4.3845,3
607813423,53.18206,-27.77954,2.4711,3
600681152,53.18378,-27.77902,3.013,3
609773726,53.18314,-27.77887,4.8742,2
601591596,53.18626,-27.77621,3.1705,1
600661146,53.18337,-27.77615,1.554,3
608673576,53.1838,-27.77729,4.643,2
609873739,53.18321,-27.77572,4.9117,1
152005056,53.19639,-27.78293,3.0684,1
152012068,53.19574,-27.78272,3.3264,3
602191788,53.19565,-27.78288,3.3262,3
604142401,53.19625,-27.78336,3.6723,2
609753724,53.19465,-27.78306,4.8722,2
152032118,53.1963,-27.77639,3.9494,2
152019083,53.20038,-27.77766,3.5015,1
152009065,53.20072,-27.77277,3.1932,2
152017079,53.20198,-27.77126,3.4731,1
152003047,53.19078,-27.778,3.0109,3
152025104,53.19005,-27.7778,3.6597,2
609763725,53.18862,-27.7772,4.874,2
151046145,53.19052,-27.77426,5.0823,1
152023100,53.19453,-27.77399,3.6073,2
151014068,53.19264,-27.77362,3.4252,1
603432145,53.18654,-27.77546,3.5087,1
601911668,53.1857,-27.77443,3.2484,2
604232414,53.18532,-27.77353,3.6742,2
151006042,53.19052,-27.77317,3.1903,2
151012066,53.19252,-27.76924,3.4136,1
151044143,53.19399,-27.76897,4.8717,1
151047146,53.19227,-27.76756,5.1388,1
151017097,53.19644,-27.76661,3.608,3
151024111,53.20355,-27.76646,3.7463,1
151026113,53.20349,-27.76737,3.9732,2
151005041,53.20452,-27.76619,3.1677,1
151013067,53.202,-27.76553,3.414,2
151030120,53.19921,-27.76489,4.0301,1
151029119,53.20224,-27.76215,4.0302,1
151043142,53.20135,-27.76076,4.8114,3
128040241,53.12808,-27.82351,4.4357,2
128032224,53.12632,-27.81973,3.6599,1
128025217,53.12852,-27.81742,3.5694,3
128038236,53.12896,-27.81524,4.1382,2
128044246,53.12102,-27.81592,4.9367,1
128029221,53.1215,-27.81452,3.6085,2
128019210,53.13,-27.81399,3.2473,2
133021057,53.13028,-27.8154,4.0551,2
134032052,53.13148,-27.80988,4.9523,1
129002081,53.12497,-27.81028,3.1693,2
129026144,53.12783,-27.80771,5.4575,1
133045096,53.13908,-27.81275,5.9513,1
133020056,53.13736,-27.81115,4.0417,1
133032080,53.14629,-27.81062,4.3679,3
611213931,53.14709,-27.80773,5.2398,1
611503976,53.14734,-27.80699,5.3154,2
611013905,53.14927,-27.80779,5.1537,2
604942557,53.15076,-27.80483,2.0556,1
609303668,53.14565,-27.80521,4.8076,2
609853737,53.14461,-27.80464,4.9005,1
603212097,53.14164,-27.80567,3.475,3
607623370,53.14417,-27.80406,4.405,2
609443684,53.14691,-27.8048,4.8131,2
603332124,53.14791,-27.80222,3.4966,2
604952558,53.14756,-27.80397,3.7984,3
609663712,53.1463,-27.80083,4.8484,2
134002002,53.13402,-27.80755,3.0869,1
134011023,53.13385,-27.8089,3.4471,3
134018030,53.1398,-27.80567,3.9666,1
134036056,53.13127,-27.80681,5.1282,3
134025044,53.13474,-27.80481,4.5253,3
134030050,53.1361,-27.80401,4.8144,1
600831258,53.13544,-27.80062,3.024,1
605172634,53.14073,-27.80398,2.6163,3
612784165,53.13968,-27.80414,5.7776,2
603962357,53.14182,-27.80323,3.6555,1
605392711,53.14243,-27.80233,3.9682,2
608163482,53.13892,-27.80241,4.5139,2
613164211,53.14068,-27.80211,5.9235,2
607123237,53.14494,-27.79988,2.8705,3
601331460,53.14303,-27.79984,3.1028,3
601681607,53.14163,-27.7997,3.183,2
605722797,53.14295,-27.79967,4.0355,3
607783418,53.14137,-27.80047,4.4385,2
610793881,53.14305,-27.80021,5.1292,1
609513691,53.14432,-27.79856,4.8233,2
605202637,53.1381,-27.80117,3.891,3
607773417,53.13879,-27.79895,4.4386,2
608903620,53.13814,-27.79858,4.731,1
611003904,53.14063,-27.79852,5.152,2
605472754,53.14201,-27.79721,3.9729,2
611443968,53.1419,-27.79768,5.2825,1
602601998,53.13907,-27.79801,3.3741,1
608483529,53.14058,-27.79562,1.9077,3
610423826,53.13969,-27.79643,5.0519,3
129020136,53.12192,-27.80864,4.5871,1
129015128,53.11478,-27.80894,4.1231,1
129019135,53.11388,-27.80613,4.5542,2
129003082,53.11287,-27.80549,3.3319,1
134009019,53.13092,-27.79946,3.2403,1
134037057,53.13266,-27.79896,5.1323,3
134026045,53.1315,-27.79802,4.5335,1
134006016,53.12845,-27.79804,3.1579,3
134043066,53.13582,-27.79846,5.7846,1
612804167,53.13596,-27.79838,5.7823,3
606923198,53.13517,-27.79765,4.243,2
601181371,53.13584,-27.79552,3.0877,2
600100628,53.13763,-27.79555,2.9202,3
613234218,53.13932,-27.7958,5.9458,1
605652790,53.13671,-27.79462,4.0269,3
603572290,53.13809,-27.79464,3.5552,3
134012024,53.1336,-27.79644,3.5577,1
600801255,53.13234,-27.79684,3.0243,3
603552288,53.1336,-27.79631,3.5544,2
601651603,53.13271,-27.79501,3.1797,2
601661604,53.13467,-27.79487,3.1797,1
610603852,53.13516,-27.79508,5.0854,3
604542503,53.13123,-27.79424,3.7079,2
601351467,53.13514,-27.79225,3.1039,3
601731642,53.13465,-27.79069,3.1898,2
135009176,53.12254,-27.79574,3.4748,1
130004004,53.12015,-27.79382,3.4738,3
135039229,53.12641,-27.79187,5.3839,1
608343506,53.12641,-27.79162,4.5294,2
611573983,53.12642,-27.79193,5.3827,3
603562289,53.13132,-27.79355,3.5556,3
135006171,53.13315,-27.78963,3.3328,1
602301799,53.13324,-27.78968,3.331,3
606813186,53.13106,-27.7903,2.8708,3
613284223,53.13183,-27.78929,5.9814,1
602712033,53.13227,-27.78924,3.4151,2
603182094,53.12653,-27.79124,3.4722,2
611593985,53.12802,-27.79138,5.3828,1
135005170,53.12827,-27.78867,3.159,2
601521589,53.12827,-27.78869,3.1572,3
601541591,53.12837,-27.78944,3.1583,2
610363820,53.12805,-27.78981,5.0327,1
612214091,53.12702,-27.78883,5.4857,2
609743723,53.12956,-27.78888,4.871,2
610333817,53.13007,-27.78924,5.0305,1
600771251,53.13071,-27.78697,1.5609,2
135028218,53.12775,-27.78648,4.4533,1
602451850,53.12866,-27.78657,3.3376,2
607833425,53.12781,-27.78651,4.4511,3
612224092,53.12813,-27.78759,5.4869,2
602231792,53.12966,-27.78484,3.325,2
601641602,53.15251,-27.80403,3.18,3
603302119,53.15061,-27.80198,3.496,3
606863191,53.14993,-27.80251,4.2306,1
600621089,53.15098,-27.8018,3.0059,2
603812327,53.15175,-27.8027,3.6043,3
604802535,53.15635,-27.80093,3.7427,2
614074315,53.15641,-27.80048,6.32,2
600691153,53.15239,-27.80011,3.0121,2
603972358,53.15283,-27.8009,3.6603,2
604452486,53.15362,-27.79928,3.7039,2
603452147,53.15409,-27.7989,3.5257,3
605482755,53.15336,-27.79882,3.9742,2
603982359,53.14918,-27.8025,3.6623,2
608143480,53.14988,-27.8017,4.5142,3
608093475,53.1513,-27.79969,4.5123,3
605212638,53.1471,-27.80003,3.8913,2
608113477,53.14741,-27.7999,4.5116,2
605252657,53.15129,-27.79862,4.9482,2
605502757,53.15174,-27.79985,3.9756,2
611433966,53.15151,-27.79945,5.2787,2
600701154,53.15245,-27.79777,3.0131,2
603292112,53.15178,-27.79718,3.5014,3
606853190,53.15761,-27.79784,4.2321,3
609063636,53.15814,-27.79865,4.7776,3
609103640,53.15816,-27.79824,4.7761,2
601561593,53.15947,-27.79563,3.1572,2
602792042,53.15914,-27.79611,3.4295,2
600341002,53.15807,-27.79451,2.9554,1
601531590,53.15874,-27.79399,3.1583,3
604002361,53.15874,-27.79618,3.661,2
606403099,53.15477,-27.79514,4.1361,2
607173250,53.15408,-27.79622,4.3072,1
609483688,53.15421,-27.79605,4.8215,3
612684155,53.15633,-27.79419,5.739,2
613244219,53.15586,-27.79375,5.9524,1
601211429,53.1528,-27.79411,3.0889,2
605412715,53.15279,-27.79538,3.9707,3
602441849,53.15507,-27.79427,3.3388,2
606563123,53.15814,-27.79144,4.158,3
609183648,53.14804,-27.79752,4.784,2
610023759,53.14789,-27.79871,4.9416,2
603632303,53.14637,-27.7962,3.5574,2
611493975,53.14746,-27.79619,5.3119,2
602051756,53.14911,-27.79546,3.29,2
602431848,53.14856,-27.79692,1.7674,3
604162403,53.15094,-27.79524,3.6747,3
608083474,53.14803,-27.79502,4.5113,3
601901667,53.1432,-27.79685,3.2464,3
604812536,53.14355,-27.79522,2.0281,2
606913197,53.14261,-27.79627,4.2408,2
603992360,53.14474,-27.79581,3.6628,2
607973463,53.14505,-27.79539,2.4923,2
607383338,53.14404,-27.7939,4.3443,2
607843426,53.14362,-27.79444,4.4647,2
612434127,53.14722,-27.79306,5.5691,2
601431516,53.14509,-27.79323,3.1144,2
602341804,53.14608,-27.79158,3.3349,3
606553122,53.15206,-27.79257,4.1562,2
601511588,53.15391,-27.79174,3.1549,3
603682309,53.14978,-27.79268,3.5626,2
607903432,53.15049,-27.79286,4.4728,2
602692031,53.15612,-27.78975,3.4162,3
609033633,53.15533,-27.78949,4.7722,2
603802326,53.1537,-27.79037,3.5996,2
606253069,53.15265,-27.78932,4.1193,3
602401810,53.15439,-27.78739,3.335,2
720610454,53.15439,-27.78738,3.3351,2
603642304,53.14958,-27.791,3.5602,2
602511955,53.14698,-27.79016,3.368,3
608473525,53.14932,-27.7885,1.9076,3
609023632,53.15191,-27.7876,4.772,2
722330975,53.1519,-27.78757,4.7723,2
606893194,53.15303,-27.78667,4.2327,2
721780824,53.153,-27.78671,4.2327,2
608133479,53.14936,-27.78686,4.5119,2
610033760,53.15061,-27.78592,4.9408,1
603882345,53.15153,-27.78541,3.6093,3
721070708,53.15155,-27.78541,3.6092,3
721790827,53.15241,-27.78524,4.2322,1
603772323,53.16231,-27.79302,3.5963,2
608953625,53.161,-27.7929,4.7528,3
613124207,53.16242,-27.7927,5.9016,2
613134208,53.16157,-27.79287,5.9185,2
612794166,53.16201,-27.79052,5.7777,2
607043226,53.1659,-27.78937,4.2758,2
602802043,53.15956,-27.79122,3.4314,1
608663575,53.16039,-27.7904,1.6128,3
608943624,53.1589,-27.78931,4.7393,2
609703716,53.15994,-27.78982,4.8661,2
601611598,53.15911,-27.78848,3.1732,2
721970867,53.16489,-27.787,4.4024,1
600210745,53.16353,-27.78592,2.9404,2
603362128,53.16332,-27.78654,3.6058,1
608723592,53.16292,-27.78513,4.6724,2
720060067,53.16354,-27.78589,2.9369,2
720690581,53.16233,-27.7863,3.4168,2
721060707,53.16328,-27.78652,3.6051,2
722240938,53.16291,-27.78518,4.6724,2
606413100,53.16993,-27.78692,4.1373,2
606423101,53.16937,-27.78633,4.1381,2
612184087,53.16899,-27.78762,5.4723,1
721650810,53.16992,-27.7869,4.1372,2
721660811,53.16936,-27.78631,4.1382,3
722160923,53.1707,-27.78698,4.5565,1
722851050,53.169,-27.78761,5.4725,1
608333505,53.16849,-27.78552,4.5275,2
720310273,53.16729,-27.78541,3.0696,2
721450758,53.16886,-27.785,3.8508,2
722120912,53.16846,-27.78549,4.5253,2
601491586,53.17141,-27.78485,3.1379,2
604892548,53.17082,-27.78482,3.7652,2
721400750,53.17081,-27.7848,3.7649,3
720110182,53.16937,-27.78501,1.9078,3
721280735,53.1701,-27.78455,3.7209,2
721600803,53.17005,-27.78475,4.0657,1
610893892,53.17093,-27.78243,5.1391,3
722651023,53.17092,-27.78243,5.1392,3
604582510,53.16621,-27.78632,3.7105,2
606803184,53.16585,-27.78477,4.2152,2
611453970,53.16607,-27.78568,5.4729,3
612164085,53.16575,-27.78492,5.474,3
720790600,53.16478,-27.78531,3.464,3
721200726,53.16619,-27.78627,3.7101,2
721750820,53.16584,-27.78475,4.2148,3
722090909,53.16467,-27.78572,4.5161,1
722551008,53.16525,-27.7859,3.4572,2
722721032,53.16609,-27.78569,5.4728,3
722831048,53.16577,-27.78491,5.4738,3
723041071,53.16676,-27.78585,5.902,1
722190926,53.16687,-27.78426,4.5788,1
612154084,53.165,-27.78486,5.4732,2
720820604,53.16497,-27.7841,3.4695,2
722841049,53.16501,-27.78486,5.4726,3
605182635,53.16602,-27.78287,3.8862,2
721470766,53.16593,-27.78288,3.8857,3
610513836,53.16851,-27.78276,5.0598,2
720600453,53.16841,-27.78317,3.3295,1
722531003,53.16849,-27.78281,5.0596,2
601501587,53.16929,-27.78122,3.1382,3
604192410,53.17013,-27.78104,3.675,2
605022567,53.16928,-27.78144,2.778,1
720360291,53.1693,-27.78125,3.138,3
721160721,53.17009,-27.78104,3.6749,3
721310738,53.17039,-27.78233,3.7263,2
721430756,53.16926,-27.78141,2.7779,3
720920621,53.16619,-27.78219,3.4884,2
721440757,53.16747,-27.78185,2.0695,3
600521046,53.16827,-27.78105,2.9998,3
600931284,53.16906,-27.78099,3.0451,2
612424126,53.16768,-27.78053,5.568,1
720120184,53.16828,-27.78106,2.9998,3
720260255,53.16908,-27.78097,3.0453,2
722901055,53.16766,-27.78052,5.568,2
601801651,53.15801,-27.78714,3.1935,2
609083638,53.15814,-27.78639,4.7795,3
720420297,53.15799,-27.7871,3.1932,2
721030703,53.15814,-27.78649,3.5726,1
721030704,53.15812,-27.78639,4.7795,3
721690814,53.15869,-27.78688,4.1397,1
609003630,53.15574,-27.78716,4.7681,1
612634150,53.15694,-27.78712,5.6908,1
722320974,53.15574,-27.78714,4.7688,2
721680813,53.15684,-27.78619,4.1397,2
722390981,53.1568,-27.78611,4.779,2
723311101,53.15799,-27.78624,6.6354,2
604832539,53.16011,-27.78609,3.7511,3
720780599,53.16042,-27.78652,3.462,2
721180724,53.15929,-27.78531,3.6914,3
721370747,53.16008,-27.78613,3.7507,3
722601018,53.16062,-27.78529,5.1328,1
721910861,53.16242,-27.7844,2.3919,3
604322468,53.15937,-27.78501,3.6977,2
721080709,53.15911,-27.7841,3.6075,2
721170723,53.15932,-27.78505,3.6972,3
600481042,53.15999,-27.78352,2.9956,2
720130187,53.15995,-27.78351,2.9955,3
722300972,53.15466,-27.78471,4.7553,1
723231091,53.15535,-27.78629,6.3176,1
609053635,53.15395,-27.78494,4.7741,1
609073637,53.15252,-27.78379,4.7779,2
722210928,53.1538,-27.78479,2.5712,2
722350977,53.15382,-27.78499,4.774,2
