id,ra,dec,z_ALT,n_lines_detected,zspec
33764,3.6015025,-30.3692733,4.755578,1,
33833,3.6166937,-30.3696131,2.330344,3,2.330344
33871,3.5832333,-30.3694552,3.782282,1,
33892,3.5550442,-30.3696547,2.406856,2,2.406856
33918,3.5578881,-30.370173,4.797271,1,
33976,3.5557534,-30.3696065,0.733311,1,
34016,3.6048048,-30.3698709,4.701972,1,
34070,3.6065491,-30.3696267,4.965427,1,
34322,3.5795968,-30.370291,4.480515,1,
34361,3.6107514,-30.3689432,0.959367,1,
34362,3.6105743,-30.3695317,0.960634,3,0.960634
34380,3.5902047,-30.3654759,2.654764,3,2.654764
34403,3.5781489,-30.3702128,1.007096,1,
34629,3.5864952,-30.3703856,3.782018,3,3.782018
34690,3.5978696,-30.3706461,2.326622,4,2.326622
34715,3.6006026,-30.3627179,2.494586,2,2.494586
34756,3.5350831,-30.3707826,5.605453,3,5.605453
34776,3.5855914,-30.371162,3.782124,1,
34806,3.5213225,-30.3706659,3.983222,1,
34891,3.6036207,-30.3706927,6.370393,3,6.370393
34927,3.5808857,-30.3707669,4.30735,1,
34928,3.580884,-30.3710156,4.307243,1,
35227,3.5403528,-30.3725155,2.586759,1,
35244,3.595253,-30.3713107,2.560184,2,2.560184
35245,3.5954375,-30.3712624,2.561602,3,2.561602
35252,3.523741,-30.3714479,2.387754,4,2.387754
35292,3.6046153,-30.3711516,6.367926,3,6.367926
35293,3.6047378,-30.371149,6.37068,1,
35383,3.5531358,-30.3711456,2.434822,2,2.434822
35395,3.5651263,-30.3712936,4.332188,1,
35406,3.5290879,-30.3713329,1.929604,1,
35436,3.5961433,-30.371376,5.781303,2,5.781303
35560,3.5633314,-30.370052,1.864249,1,
35575,3.5634921,-30.3701104,1.86382,2,1.86382
35607,3.5674352,-30.3716484,2.385137,1,
35668,3.5826596,-30.371621,4.514495,1,
35785,3.6152095,-30.3718254,4.888154,1,
36031,3.5236055,-30.3726401,3.985472,1,
36107,3.5940214,-30.3723444,2.843152,2,2.843152
36125,3.5985709,-30.3726454,3.785439,3,3.785439
36233,3.6126111,-30.3723066,4.294196,1,
36302,3.5803412,-30.3724284,2.469746,1,
36340,3.5963612,-30.3726404,2.645731,1,
36344,3.5964957,-30.3735989,2.644627,4,2.644627
36392,3.5237569,-30.3725737,3.973671,2,3.973671
36506,3.5937797,-30.3726864,6.716054,1,
36531,3.6039016,-30.37272,4.478008,1,
36561,3.5850009,-30.3728848,2.412751,2,2.412751
36571,3.6166111,-30.3727891,6.097867,2,6.097867
36611,3.5798835,-30.3729179,6.37214,2,6.37214
36629,3.5672694,-30.3741174,5.280054,1,
36660,3.5238519,-30.3729133,5.731743,1,
36747,3.5789818,-30.3728077,4.303714,1,
36751,3.6088771,-30.3731803,3.961314,4,3.961314
36798,3.5895274,-30.3731453,4.273586,1,
36953,3.5244459,-30.3737335,1.358031,1,
36993,3.5533093,-30.3732726,0.819775,1,
37022,3.5250136,-30.3747696,3.983056,1,
37067,3.5298806,-30.3735604,4.268235,1,
37068,3.5298571,-30.3737526,3.947996,1,
37269,3.5521315,-30.3744121,2.175373,1,
37377,3.6089689,-30.3737715,3.965052,1,
37426,3.5581939,-30.3745008,2.407846,2,2.407846
37431,3.6068971,-30.3731913,4.464563,1,
37474,3.605812,-30.3739098,6.363369,3,6.363369
37494,3.6189018,-30.373953,4.081948,1,
37507,3.5749383,-30.3740013,5.929174,3,5.929174
37609,3.5991647,-30.3740529,2.084919,1,
37610,3.5990346,-30.3742003,2.085401,1,
37663,3.5210013,-30.3741848,3.889769,1,
37715,3.6206589,-30.3742662,5.625434,1,
37786,3.5794206,-30.3743701,1.862239,2,1.862239
37816,3.6012773,-30.3745731,2.417347,4,2.417347
37824,3.5303322,-30.3743165,4.47313,1,
37871,3.5996177,-30.3746984,2.083354,3,2.083354
37887,3.5328804,-30.3750187,3.981064,1,
38094,3.5820273,-30.3751695,1.864847,2,1.864847
38113,3.6121962,-30.3746529,4.981332,1,
38159,3.6150171,-30.3747607,4.029172,1,
38179,3.540159,-30.3753111,2.587148,3,2.587148
38181,3.5403052,-30.3748542,2.585874,3,2.585874
38182,3.5405336,-30.3748357,2.586412,3,2.586412
38183,3.5404458,-30.3750641,2.57158,3,2.57158
38204,3.5908996,-30.374716,5.780345,3,5.780345
38271,3.6101087,-30.3747582,6.346158,1,
38279,3.5624168,-30.3748632,2.983219,2,2.983219
38280,3.5625942,-30.3750405,2.982099,1,
38282,3.5620318,-30.3750754,2.984273,2,2.984273
38286,3.5386097,-30.3748479,1.555794,1,
38329,3.570621,-30.3748048,4.311559,1,
38408,3.5294571,-30.3752055,0.857407,1,
38431,3.622083,-30.3749614,6.12831,1,
38537,3.5825986,-30.3751211,6.248252,3,6.248252
38789,3.5579784,-30.3771308,2.578931,4,2.578931
38792,3.5572091,-30.3783445,2.582362,2,2.582362
38842,3.5801572,-30.3755163,5.043826,1,
38844,3.5999151,-30.3755151,4.339355,1,
38982,3.563214,-30.3756691,6.236149,1,
39018,3.6051565,-30.3757011,3.96292,1,
39051,3.5786491,-30.3760702,2.487307,4,2.487307
39121,3.619451,-30.3761447,4.309846,2,4.309846
39196,3.5692635,-30.3764321,6.13821,3,6.13821
39307,3.6114784,-30.3761559,5.62468,1,
39309,3.6110948,-30.3765804,1.929057,2,1.929057
39353,3.5962483,-30.3764495,0.687992,3,0.687992
39354,3.5968857,-30.3765816,0.261442,1,
39355,3.5968904,-30.3767387,0.262133,1,
39372,3.567758,-30.3761243,4.305627,1,
39373,3.567715,-30.3761802,4.305368,1,
39374,3.5676181,-30.3762251,4.304687,1,
39391,3.5803605,-30.3764127,4.306278,1,
39398,3.5794396,-30.3761489,4.317109,1,
39692,3.5276649,-30.3766095,4.568747,1,
39716,3.5864098,-30.3766553,4.293794,1,
39717,3.5862752,-30.376733,4.29418,1,
39774,3.6016663,-30.3769879,3.964025,2,3.964025
39775,3.6020482,-30.3776762,0.307943,1,
39810,3.5406384,-30.3771855,1.885565,1,
39823,3.5919853,-30.3769886,0.261645,1,
39921,3.582466,-30.3771741,4.305513,4,4.305513
39947,3.6049374,-30.3769633,4.465421,1,
39987,3.6055337,-30.3771283,3.958919,1,
39988,3.6054791,-30.3772096,3.960823,1,
40014,3.571345,-30.3770743,5.651096,3,5.651096
40026,3.5959214,-30.3770594,6.098271,1,
40162,3.6080736,-30.3775019,0.960323,1,
40207,3.5325062,-30.3776591,1.862888,2,1.862888
40228,3.5378666,-30.3774092,3.964228,1,
40292,3.6094399,-30.37749,4.178652,1,
40301,3.6084558,-30.3775494,0.959492,1,
40302,3.6090253,-30.3775143,4.908108,1,
40334,3.6143641,-30.3775595,4.01397,1,
40433,3.5886776,-30.377235,0.300593,1,
40448,3.6238412,-30.3777234,5.632196,1,
40515,3.5694364,-30.3778896,6.237168,1,
40662,3.5906061,-30.3782766,3.962103,1,
40663,3.5908852,-30.3781356,0.687707,1,
40668,3.5657712,-30.3782192,2.341413,3,2.341413
40670,3.5662996,-30.3784254,2.343675,3,2.343675
40672,3.5666619,-30.3785478,2.342374,3,2.342374
40765,3.5755327,-30.3786511,4.294767,1,
40769,3.5835484,-30.3784399,4.428861,1,
40778,3.5760674,-30.3790106,2.416833,2,2.416833
40789,3.5892133,-30.3781888,4.980364,1,
40815,3.543194,-30.3780358,3.967073,1,
40853,3.6153838,-30.3783536,2.491881,2,2.491881
40866,3.6093628,-30.3786537,0.306217,1,
40867,3.6095728,-30.3787584,0.305821,1,
40923,3.5504334,-30.3787488,2.384803,4,2.384803
40932,3.6070586,-30.3784207,4.518955,1,
40962,3.5844371,-30.3788467,2.327586,4,2.327586
40971,3.576989,-30.379465,0.497209,1,
41051,3.5310653,-30.3810935,6.203817,2,6.203817
41084,3.5780691,-30.3786529,6.826508,2,6.826508
41097,3.5687749,-30.3789753,5.279721,1,
41103,3.570246,-30.3786568,4.963159,1,
41105,3.5807135,-30.3786936,5.643769,1,
41150,3.528203,-30.3787248,3.984795,1,
41151,3.5295167,-30.3787037,5.729587,1,
41171,3.5583078,-30.3761679,2.578023,5,2.578023
41300,3.5695088,-30.3791816,2.593122,2,2.593122
41313,3.5702432,-30.3792664,4.039935,1,
41324,3.5424453,-30.3793201,2.31321,4,2.31321
41351,3.567717,-30.3790814,5.985598,3,5.985598
41432,3.5870922,-30.3790949,5.652707,1,
41477,3.6013422,-30.3791993,7.880376,1,
41505,3.5769209,-30.378502,2.411149,2,2.411149
41565,3.591394,-30.379795,2.729579,4,2.729579
41578,3.5284446,-30.3794971,3.968077,1,
41604,3.5907153,-30.3795628,5.652205,2,5.652205
41605,3.5906462,-30.3793888,5.650364,2,5.650364
41608,3.5907363,-30.3793976,5.652366,2,5.652366
41692,3.5805042,-30.3794413,6.110701,1,
41737,3.56702,-30.3797193,6.239806,1,
41799,3.5951197,-30.3811158,7.883064,1,
41926,3.5324739,-30.3801451,4.026045,1,
41928,3.5328706,-30.3798751,6.203315,2,6.203315
41941,3.556423,-30.3803748,0.688498,1,
41973,3.6249348,-30.3799844,4.326946,1,
41992,3.5566422,-30.3803053,0.687911,1,
42005,3.5540729,-30.3798791,3.980358,1,
42087,3.6103618,-30.3801885,1.887275,1,
42137,3.5436472,-30.3802872,2.558156,3,2.558156
42138,3.5438699,-30.380492,2.557551,2,2.557551
42146,3.5728287,-30.3800271,5.985319,1,
42153,3.5920971,-30.3804722,2.645384,2,2.645384
42178,3.5328945,-30.3797759,6.205238,2,6.205238
42198,3.5535334,-30.3801514,3.981064,1,
42249,3.5733943,-30.3807478,1.758569,1,
42268,3.5761079,-30.3806326,3.783032,2,3.783032
42269,3.5761004,-30.3807341,3.780994,3,3.780994
42272,3.6045148,-30.3804437,7.877128,1,
42300,3.5816894,-30.3801868,2.326194,3,2.326194
42348,3.5383568,-30.3803287,3.961897,1,
42386,3.5707474,-30.3804183,4.306912,1,
42389,3.5702865,-30.380758,4.306739,4,4.306739
42390,3.570165,-30.3807254,4.305396,1,
42414,3.5761416,-30.3805231,3.784647,1,
42511,3.6060863,-30.3801665,2.705683,2,2.705683
42528,3.5859042,-30.380678,1.862927,1,
42549,3.542814,-30.3806464,5.791849,3,5.791849
42616,3.5559941,-30.3808391,2.432579,1,
42652,3.5362202,-30.3815176,2.343914,4,2.343914
42654,3.5363409,-30.3812274,2.345014,4,2.345014
42679,3.5321914,-30.3807795,3.980905,1,
42721,3.5319889,-30.3808711,4.293707,1,
42723,3.55177,-30.3808804,4.955075,1,
42724,3.551717,-30.3809328,4.952571,1,
42748,3.5778496,-30.3811809,3.378765,1,
42755,3.5559212,-30.3809387,2.433714,2,2.433714
42834,3.5353044,-30.3810101,5.655844,1,
42858,3.6128799,-30.3808787,5.617765,1,
42879,3.5514902,-30.38111,4.952726,1,
42885,3.575547,-30.3810852,5.261887,1,
42906,3.5797528,-30.3811261,5.769477,1,
42992,3.5523294,-30.3813488,3.979288,1,
43011,3.5940505,-30.3816202,0.993074,1,
43018,3.5921588,-30.3817561,1.345517,1,
43041,3.5478984,-30.3819628,4.516283,1,
43054,3.5850129,-30.3817969,3.058208,2,3.058208
43110,3.5658363,-30.3815253,4.304455,1,
43144,3.5910953,-30.3816883,1.887179,3,1.887179
43163,3.5333855,-30.3816167,4.269636,1,
43191,3.622595,-30.3816536,6.22797,3,6.22797
43192,3.6225633,-30.381804,6.23941,1,
43210,3.5747796,-30.381651,3.784558,1,
43212,3.579205,-30.3816469,4.426831,1,
43225,3.6173005,-30.3819085,5.651231,2,5.651231
43268,3.5752212,-30.3817326,5.660521,1,
43327,3.5336045,-30.3820895,2.341918,4,2.341918
43375,3.5424806,-30.384028,3.96599,1,
43408,3.5773203,-30.3818743,3.961823,1,
43429,3.5403888,-30.3822264,4.285374,1,
43433,3.6225667,-30.3819058,6.228972,1,
43495,3.5859315,-30.3821097,3.059023,2,3.059023
43499,3.6174649,-30.3820465,5.664359,1,
43520,3.5778597,-30.3820772,4.426172,1,
43542,3.6083025,-30.3823482,1.608798,1,
43559,3.6038409,-30.3822444,7.872357,1,
43589,3.5928151,-30.3822361,4.980751,1,
43669,3.5309236,-30.3825568,3.982082,1,
43674,3.5497247,-30.3827481,2.581944,2,2.581944
43728,3.5719579,-30.382985,1.672939,1,
43733,3.6216333,-30.3823132,4.618272,1,
43806,3.5770156,-30.3825575,5.77137,1,
43842,3.5573368,-30.3828775,4.333367,1,
43874,3.610864,-30.3827443,0.962538,1,
43945,3.595689,-30.382746,6.564388,1,
43950,3.5600018,-30.3828565,5.653934,3,5.653934
43960,3.5727079,-30.3830088,5.283387,1,
43980,3.5318688,-30.3829144,1.609104,1,
44002,3.6157053,-30.3831866,6.403427,2,6.403427
44152,3.5873322,-30.3830336,4.717586,1,
44182,3.6189374,-30.3831158,5.653039,1,
44199,3.5627381,-30.3831318,6.818608,2,6.818608
44423,3.56932,-30.3842267,0.301608,1,
44434,3.5701907,-30.3837226,1.862613,1,
44443,3.6034064,-30.3832067,5.99411,2,5.99411
44527,3.5536484,-30.3836077,4.45823,1,
44544,3.5500028,-30.3838478,5.935865,1,
44545,3.5497416,-30.3838856,1.589072,1,
44573,3.6097605,-30.3837227,6.331038,1,
44594,3.5566633,-30.3841038,2.581156,5,2.581156
44664,3.6020876,-30.3842841,2.670003,1,
44828,3.622029,-30.3856664,5.650336,1,
44829,3.6222055,-30.3858943,5.677094,1,
44861,3.6029038,-30.3841347,4.304966,1,
44877,3.6246019,-30.3842049,5.652697,2,5.652697
44920,3.6236456,-30.3842723,5.651069,3,5.651069
44932,3.5412493,-30.3846273,3.962059,3,3.962059
44940,3.5621024,-30.3844097,3.979567,1,
45025,3.5947485,-30.3844351,5.608022,2,5.608022
45074,3.5753822,-30.3848567,2.494447,3,2.494447
45111,3.6200777,-30.3846219,2.492249,1,
45130,3.6142746,-30.385039,1.499615,1,
45273,3.541431,-30.38479,3.961856,1,
45278,3.6078832,-30.385096,2.473286,1,
45284,3.550648,-30.3851629,6.748555,1,
45327,3.5530609,-30.3850518,4.746578,1,
45356,3.619399,-30.3850642,2.577673,1,
45364,3.6089886,-30.3852675,5.721506,2,5.721506
45379,3.6175713,-30.385116,4.569863,1,
45407,3.5363457,-30.3853741,2.310264,2,2.310264
45408,3.5591778,-30.3852138,1.885439,3,1.885439
45418,3.6043771,-30.3849447,0.293691,1,
45437,3.564971,-30.3853749,2.675042,3,2.675042
45438,3.5650022,-30.3854611,2.678231,2,2.678231
45483,3.5825007,-30.3854591,3.054019,2,3.054019
45540,3.547501,-30.3853592,4.397451,1,
45603,3.5541039,-30.3854688,5.771164,1,
45620,3.610013,-30.3857622,5.767757,1,
45621,3.61025,-30.385587,5.769101,3,5.769101
45622,3.6101146,-30.3857166,5.769787,1,
45698,3.616263,-30.3856681,4.570125,1,
45699,3.6162406,-30.3857633,4.573573,1,
45747,3.5835021,-30.3857464,4.892501,1,
45750,3.5293132,-30.3857859,3.985935,1,
45811,3.5923017,-30.3859389,2.373228,1,
45826,3.5790588,-30.3859504,2.190244,2,2.190244
45897,3.539585,-30.386114,4.187415,1,
45900,3.5641137,-30.3863832,2.67584,3,2.67584
45910,3.5434279,-30.3873442,5.768727,1,
45912,3.5440364,-30.3861905,0.886742,1,
45917,3.544166,-30.3863699,0.892788,1,
45968,3.5557667,-30.3875125,5.761224,1,
45994,3.6140984,-30.3862334,6.22515,1,
46020,3.534679,-30.3872508,4.185279,1,
46081,3.5886412,-30.3862103,6.327948,1,
46175,3.5482473,-30.3867263,4.516248,1,
46176,3.5484625,-30.3866528,4.517212,1,
46188,3.5453027,-30.3864154,6.018234,1,
46189,3.5453809,-30.3864698,6.018535,1,
46235,3.6083102,-30.3868363,1.04571,1,
46252,3.6062066,-30.3866249,5.648481,2,5.648481
46257,3.5543751,-30.3865947,0.893598,1,
46272,3.6201857,-30.3867186,3.054962,2,3.054962
46348,3.5326782,-30.3871868,2.195994,1,
46349,3.5327231,-30.3873191,2.190329,1,
46350,3.5418462,-30.3846613,3.966169,1,
46419,3.5875329,-30.3868562,6.320278,1,
46466,3.6170766,-30.3856589,4.57034,2,4.57034
46467,3.5800644,-30.3870338,1.047352,1,
46573,3.5747845,-30.3870031,4.0328,1,
46586,3.6149302,-30.3870719,6.225348,2,6.225348
46601,3.5419573,-30.3847033,3.967079,1,
46676,3.604273,-30.3872361,4.696171,1,
46682,3.5409837,-30.3872743,5.657179,2,5.657179
46740,3.5988868,-30.3873293,6.568571,1,
46774,3.5596769,-30.3874088,4.751262,1,
46890,3.5823419,-30.3876576,4.797109,1,
46907,3.5797389,-30.3877758,2.327909,2,2.327909
46909,3.5800936,-30.387798,2.325972,4,2.325972
46962,3.6099117,-30.3878127,4.91074,1,
46963,3.6100038,-30.3879051,4.907952,2,4.907952
47002,3.5316229,-30.3879699,4.872145,1,
47003,3.5314312,-30.3878422,6.240779,1,
47004,3.5316399,-30.3878314,6.237982,1,
47031,3.604113,-30.3878615,2.851854,3,2.851854
47067,3.5875039,-30.3870138,6.324561,1,
47100,3.6081066,-30.3865771,1.036909,1,
47161,3.5385074,-30.3881284,0.830846,1,
47261,3.6083249,-30.3867111,1.045576,1,
47294,3.6168286,-30.3884023,4.569219,1,
47361,3.6078512,-30.3884536,1.045418,1,
47404,3.5783944,-30.3888272,1.166957,1,
47412,3.6258834,-30.3884423,4.980157,1,
47421,3.5700112,-30.3887486,3.785826,1,
47439,3.5619288,-30.3886766,4.307575,1,
47440,3.5618568,-30.3887736,4.304907,1,
47441,3.5619513,-30.3887444,4.302695,1,
47454,3.6143582,-30.3885102,6.575783,1,
47463,3.5447902,-30.3887808,1.688602,1,
47481,3.5703138,-30.3885649,3.788132,1,
47499,3.5744994,-30.3887421,4.709237,1,
47560,3.5871193,-30.3887661,4.293752,1,
47567,3.5714595,-30.3887988,4.398832,1,
47601,3.6150302,-30.3887303,6.219885,1,
47602,3.6149872,-30.3887697,6.219865,1,
47626,3.6208008,-30.3888132,4.570925,1,
47631,3.5438586,-30.3888098,5.574385,1,
47637,3.6065989,-30.3888656,4.696412,1,
47684,3.5698788,-30.3889132,3.786761,2,3.786761
47687,3.5486803,-30.3889949,5.654727,3,5.654727
47740,3.6274626,-30.3889721,4.882234,1,
47750,3.5332157,-30.3889968,4.237844,1,
47755,3.6271451,-30.3890762,4.881124,1,
47789,3.5580413,-30.389192,4.751045,1,
47790,3.5580286,-30.3892579,4.754035,1,
47791,3.558044,-30.3894387,4.752261,1,
47805,3.5538921,-30.3892415,4.966249,1,
47813,3.6022717,-30.3893023,2.476798,5,2.476798
47878,3.5440981,-30.3895512,0.891567,1,
47886,3.5350224,-30.3894214,4.56931,1,
47909,3.6202513,-30.3892661,5.769913,3,5.769913
47952,3.5580249,-30.3896141,4.752308,1,
47974,3.540774,-30.3894572,3.962706,1,
48002,3.596691,-30.38943,4.018614,1,
48034,3.5712295,-30.3897598,6.245015,1,
48125,3.612315,-30.3891907,0.960382,1,
48168,3.5649405,-30.3900491,0.29086,1,
48183,3.5352178,-30.3897023,6.33432,1,
48269,3.5679258,-30.389917,3.784957,1,
48294,3.5594359,-30.3900056,3.979767,1,
48295,3.5593252,-30.3899916,3.97645,1,
48301,3.5809319,-30.3907801,0.293139,1,
48377,3.5542205,-30.3903729,1.113595,2,1.113595
48405,3.5370331,-30.3903117,2.659598,2,2.659598
48409,3.5380729,-30.3906978,0.892138,1,
48487,3.6275918,-30.3903853,6.36582,2,6.36582
48495,3.59808,-30.3906076,0.992512,1,
48511,3.5867286,-30.3907751,2.206152,2,2.206152
48563,3.6132048,-30.390445,4.768279,1,
48597,3.5628427,-30.3906728,3.967327,1,
48620,3.599835,-30.3905995,2.313147,2,2.313147
48628,3.6109404,-30.3906952,4.909075,1,
48769,3.5508278,-30.3909871,0.833287,1,
48835,3.6132625,-30.3910978,1.88757,1,
48845,3.6031425,-30.3910572,2.188493,1,
48896,3.5849588,-30.3913558,4.017717,1,
48938,3.5636674,-30.3917426,0.242444,1,
48959,3.6288571,-30.3907996,4.326866,1,
49005,3.6196267,-30.3913164,4.910965,1,
49017,3.6275618,-30.3915089,1.602402,1,
49073,3.5620882,-30.3907886,1.105248,1,
49074,3.5931188,-30.3913775,4.30774,1,
49085,3.552409,-30.3917,1.114157,1,
49099,3.5679643,-30.3919274,5.815473,1,
49159,3.6102511,-30.3916334,4.695144,1,
49201,3.5441127,-30.3916683,4.775837,1,
49229,3.6182031,-30.3919437,0.770773,1,
49230,3.6183215,-30.3922566,4.569255,1,
49328,3.5649263,-30.3918322,4.026417,1,
49331,3.5549819,-30.390669,4.963144,1,
49430,3.6104883,-30.3920097,5.770987,2,5.770987
49439,3.5680814,-30.3928837,6.243537,2,6.243537
49443,3.5686246,-30.3922461,2.408704,3,2.408704
49445,3.5693383,-30.3921963,3.059128,1,
49533,3.5518663,-30.3922267,5.0504,1,
49567,3.6007418,-30.3922336,6.324676,1,
49568,3.6007938,-30.3923204,6.335465,1,
49588,3.552539,-30.3922277,4.402018,1,
49617,3.6093091,-30.3926144,4.695532,1,
49621,3.5896536,-30.3921084,4.015946,1,
49671,3.6118323,-30.3924587,2.29303,3,2.29303
49680,3.5357778,-30.3923201,6.445119,1,
49688,3.6187401,-30.3929255,0.295028,1,
49704,3.6271743,-30.3924746,1.478564,1,
49726,3.6216738,-30.3926808,1.045879,1,
49760,3.6204903,-30.3933347,0.446896,1,
49817,3.6132825,-30.3926029,5.770984,1,
49884,3.6021903,-30.3928012,4.372849,1,
50016,3.6035291,-30.3930849,4.908027,1,
50175,3.5999355,-30.393534,1.348573,1,
50317,3.6296387,-30.3937493,3.956567,2,3.956567
50494,3.6090677,-30.3930303,5.288491,1,
50785,3.5668261,-30.3948867,3.054681,1,
50869,3.6294377,-30.39485,1.60483,1,
55628,3.5769247,-30.3200057,2.499042,2,2.499042
56174,3.5786184,-30.3212056,2.453842,1,
56203,3.5648148,-30.3213127,2.670814,1,
56276,3.5734656,-30.3211403,1.115206,1,
56689,3.5729623,-30.3225872,2.503072,2,2.503072
56711,3.5649096,-30.3212501,2.670002,1,
56902,3.574775,-30.3217639,2.502237,1,
57057,3.5727981,-30.3225474,2.502687,1,
57886,3.5756098,-30.3170714,2.589352,1,
58138,3.5697975,-30.3253021,4.787552,1,
58250,3.570647,-30.3254958,4.790488,1,
58318,3.5700201,-30.3254418,4.789381,1,
58319,3.5699244,-30.3254494,4.771421,1,
58590,3.578786,-30.3260873,1.811541,1,
58667,3.5825091,-30.3262189,4.473047,1,
58959,3.5782095,-30.3267863,4.47219,1,
59321,3.5860831,-30.3275314,1.775167,1,
59356,3.5848174,-30.3275149,6.773998,1,
59452,3.5805449,-30.3277877,3.972153,1,
59462,3.5805916,-30.3278486,3.96418,1,
59491,3.5829854,-30.3276905,6.772677,1,
59753,3.5782343,-30.3293736,3.970755,1,
59808,3.587708,-30.3287464,5.860673,1,
59849,3.5818534,-30.3283819,5.274475,1,
59912,3.5754263,-30.3287671,4.472611,1,
59994,3.5868622,-30.328884,5.545547,1,
60057,3.5825737,-30.3287838,3.881813,1,
60081,3.577838,-30.329318,2.495535,2,2.495535
60158,3.577849,-30.3308717,3.971942,1,
60195,3.5785513,-30.3293841,3.97078,1,
60279,3.5723448,-30.3296358,4.028967,1,
60300,3.5848661,-30.3293955,2.503223,2,2.503223
60569,3.5763889,-30.330449,3.974039,1,
60586,3.5765336,-30.3303169,3.971083,1,
60624,3.5598011,-30.3313872,1.117698,1,
60627,3.5596779,-30.3310494,1.117111,1,
60640,3.5815035,-30.3307002,1.497744,1,
60792,3.5662704,-30.3306308,4.439673,1,
60811,3.5580634,-30.3310963,1.775703,1,
60873,3.5750645,-30.3313075,3.782444,1,
60900,3.5607493,-30.3313265,4.315403,1,
60981,3.5784963,-30.3310715,4.300065,1,
61086,3.5773382,-30.3314222,2.563195,2,2.563195
61093,3.5715573,-30.3328772,1.113843,2,1.113843
61102,3.5551932,-30.3315173,2.499593,1,
61152,3.5794763,-30.3310313,6.783116,1,
61235,3.5713901,-30.3316601,3.953142,1,
61513,3.5920419,-30.3322161,5.661436,1,
61520,3.5777559,-30.3317133,4.298538,1,
61525,3.5561575,-30.3331968,2.497314,2,2.497314
61635,3.5726355,-30.3331,0.845695,1,
61775,3.563766,-30.3328609,4.48231,1,
61989,3.5646399,-30.3328713,2.183916,1,
62004,3.5515323,-30.3344641,2.500143,2,2.500143
62024,3.565381,-30.3337143,2.184701,2,2.184701
62078,3.5517743,-30.3347398,2.486303,1,
62099,3.5519394,-30.3340932,2.498629,2,2.498629
62105,3.5515256,-30.3345714,2.496402,1,
62114,3.5687518,-30.3337359,6.191888,3,6.191888
62121,3.5613297,-30.3335151,2.30854,1,
62152,3.5516145,-30.3344578,2.498266,2,2.498266
62193,3.5777939,-30.3347176,0.35913,1,
62293,3.5889981,-30.3327203,2.46669,2,2.46669
62302,3.5747487,-30.3342549,3.780417,1,
62313,3.5747739,-30.3343268,3.774957,1,
62316,3.5809795,-30.3340543,2.111983,1,
62404,3.5477152,-30.3337019,4.866983,1,
62467,3.5668969,-30.3347554,4.442512,1,
62627,3.5889966,-30.334863,6.726191,1,
62710,3.5706169,-30.3353244,3.973006,1,
62718,3.5751236,-30.3351131,4.414286,1,
62721,3.5450281,-30.3351369,4.754763,1,
62724,3.5675463,-30.3350312,0.743278,1,
62748,3.5475321,-30.3355777,1.924794,1,
62801,3.5686721,-30.3361103,6.724231,1,
62897,3.5874056,-30.3351793,6.726227,1,
62938,3.5707672,-30.3347955,3.780302,1,
62952,3.5668738,-30.3359709,1.648782,1,
62957,3.5705314,-30.3347501,3.78072,1,
62975,3.5657352,-30.3359743,3.989818,3,3.989818
63133,3.5686872,-30.3361715,6.717753,1,
63339,3.5868678,-30.3367104,4.413136,1,
63350,3.5554293,-30.3366786,2.502354,2,2.502354
63433,3.5790228,-30.3364867,3.780589,1,
63451,3.5520781,-30.3374289,0.874026,1,
63483,3.5774454,-30.3369647,4.003687,1,
63494,3.5554534,-30.3367572,2.497302,1,
63497,3.5701246,-30.3367892,6.40475,1,
63502,3.5519249,-30.3374656,0.873705,1,
63575,3.5519742,-30.337373,0.876679,1,
63637,3.5817055,-30.3371061,4.113425,1,
63649,3.5707161,-30.3372022,4.624191,1,
63654,3.5780957,-30.3371906,3.885095,1,
63715,3.5861077,-30.3373429,5.62578,1,
63792,3.5880362,-30.3374699,3.784419,1,
63844,3.5868301,-30.3372134,2.293953,3,2.293953
63933,3.5795189,-30.3378273,3.872373,1,
63939,3.5841607,-30.3377014,5.895845,1,
63966,3.5739263,-30.3382565,1.757739,1,
64072,3.5392493,-30.3381908,0.973713,1,
64096,3.5723928,-30.3382023,6.771514,2,6.771514
64113,3.5534525,-30.3380726,0.873708,1,
64122,3.5655728,-30.338299,2.12216,1,
64151,3.5764511,-30.3382424,2.845291,1,
64183,3.572681,-30.3383051,6.776404,3,6.776404
64193,3.5733699,-30.339604,4.272189,1,
64208,3.5913559,-30.3383431,0.673596,1,
64350,3.5815635,-30.3387353,4.452923,1,
64399,3.5824231,-30.3392195,2.494823,5,2.494823
64470,3.5939742,-30.3385827,4.865547,1,
64487,3.565399,-30.3391541,3.973883,1,
64615,3.5701669,-30.33913,4.300413,1,
64617,3.5768351,-30.3391194,6.778586,1,
64719,3.5561371,-30.3390108,4.455321,1,
64745,3.5598101,-30.3395222,3.055718,2,3.055718
64750,3.588198,-30.3395166,2.658467,1,
64760,3.5893429,-30.3397016,4.477452,2,4.477452
64764,3.5894325,-30.3397527,4.471392,3,4.471392
64771,3.5597532,-30.3400245,3.053996,1,
64789,3.5895345,-30.3398859,4.469894,1,
64812,3.5714049,-30.3392613,4.414463,1,
64826,3.5836113,-30.3402416,0.602213,1,
64828,3.589275,-30.3396599,4.470631,2,4.470631
64927,3.5774517,-30.3397259,4.863512,1,
