id,ra,dec,zspec,zconf
a370-4139,39.97735,-1.59162,1.9655,3
a370-4296,39.97693,-1.59099,0.422419,3
a370-4453,39.97746,-1.59026,0.3643,3
a370-4602,39.97606,-1.58931,1.3397,3
a370-4914,39.97747,-1.58872,0.3728,2
a370-4799,39.97912,-1.58986,0.4224,3
a370-5015,39.9806,-1.58875,0.3966,3
a370-5247,39.98031,-1.58753,0.3655,1
a370-5004,39.97874,-1.58822,0.3841,2
a370-4986,39.98205,-1.5874,0.3865,3
a370-5325,39.98216,-1.58737,0.386379,3
a370-5877,39.9844,-1.58411,3.7743,2
a370-6385,39.98594,-1.58347,0.3259,3
a370-6572,39.98601,-1.58277,0.3867,1
a370-6466,39.98325,-1.58321,0.8626,2
a370-6689,39.98581,-1.58204,0.8622,2
a370-4585,39.97348,-1.58904,1.2775,3
a370-5326,39.97537,-1.58696,0.3697,3
a370-5339,39.9752,-1.58792,0.3781,3
a370-1919,39.9714,-1.58802,4.9441,2
a370-4802,39.97181,-1.58804,5.24625,2
a370-4850,39.972,-1.58787,5.6489,3
a370-5090,39.97321,-1.58743,4.336048,2
a370-5184,39.97393,-1.58731,0.0,3
a370-5746,39.9727,-1.58673,0.3612,2
a370-5078,39.97582,-1.58706,4.427068,3
a370-5645,39.97798,-1.58487,0.386143,3
a370-5783,39.97809,-1.58528,1.0604,3
a370-5369,39.97442,-1.58609,3.1277,3
a370-5523,39.97424,-1.5856,3.1289,3
a370-6516,39.9758,-1.5858,0.381,3
a370-5888,39.97725,-1.58432,0.3846,3
a370-6491,39.97706,-1.58476,0.346189,3
a370-5091,39.9719,-1.58701,3.70692,3
a370-5674,39.97102,-1.58579,0.367671,3
a370-5860,39.97112,-1.5869,0.3753,3
a370-5833,39.97183,-1.58608,0.3711,3
a370-6091,39.97245,-1.58458,0.3752,3
a370-5549,39.96877,-1.58563,2.7512,2
a370-5798,39.97037,-1.58598,0.0,3
a370-6023,39.96913,-1.58498,0.3743,3
a370-6595,39.96964,-1.58483,0.7247,3
a370-5982,39.97196,-1.58425,0.369521,3
a370-6025,39.97182,-1.58398,0.3737,3
a370-6089,39.97089,-1.5846,0.3634,3
a370-6539,39.9706,-1.58378,0.376,3
a370-6664,39.97095,-1.58503,0.7246,3
a370-6336,39.97383,-1.58421,0.725,3
a370-6438,39.97463,-1.58338,0.3649,3
a370-6161,39.97238,-1.5843,0.378,3
a370-6294,39.97254,-1.58385,0.37408,3
a370-5961,39.98,-1.5847,1.0462,3
a370-6295,39.97846,-1.58391,0.3605,3
a370-6841,39.9807,-1.58323,0.7338,3
a370-5964,39.9771,-1.58368,0.3859,3
a370-6559,39.97811,-1.58332,0.3871,3
a370-6529,39.97842,-1.58237,0.3869,2
a370-6855,39.97971,-1.58159,0.4223,3
a370-7350,39.98006,-1.58229,0.3727,3
a370-6610,39.98148,-1.58208,4.427549,3
a370-6825,39.98248,-1.58218,0.420236,3
a370-7340,39.98147,-1.58139,1.2566,3
a370-7326,39.9831,-1.58143,1.0615,3
a370-7843,39.98334,-1.58066,1.0627,3
a370-7515,39.98167,-1.57968,3.1284,3
a370-7585,39.97727,-1.5819,0.3716,3
a370-7115,39.97736,-1.581,0.3796,3
a370-7266,39.97679,-1.58083,0.3651,3
a370-8006,39.97815,-1.58144,0.386911,3
a370-7003,39.97555,-1.58145,0.3651,1
a370-7561,39.97382,-1.58088,0.3746,3
a370-7341,39.97682,-1.58048,0.3874,2
a370-7734,39.97595,-1.57972,0.3679,2
a370-7815,39.98017,-1.57995,0.2561,3
a370-7985,39.98,-1.57979,0.256,3
a370-8058,39.98131,-1.57817,3.1286,3
a370-8347,39.9809,-1.57943,0.364,3
a370-8415,39.98172,-1.5786,0.378,3
a370-8428,39.98085,-1.57786,0.2987,1
a370-7799,39.97784,-1.57924,0.384,3
a370-9270,39.97787,-1.57795,0.3276,3
a370-8520,39.97961,-1.57711,1.0632,3
a370-7122,39.98746,-1.5809,1.0337,1
a370-6790,39.98604,-1.58179,0.7329,3
a370-7054,39.98541,-1.58084,4.2567,3
a370-7079,39.9863,-1.58071,2.9375,3
a370-7221,39.98643,-1.58035,0.6821,2
a370-7248,39.986,-1.58058,1.2037,3
a370-7653,39.98528,-1.58047,0.387163,3
a370-7579,39.98708,-1.5791,3.8145,3
a370-177,39.98505,-1.57956,5.2437,3
a370-1322,39.98522,-1.57939,4.94626,2
a370-7580,39.98515,-1.5791,5.6493,3
a370-7643,39.98402,-1.57926,1.034,3
a370-7689,39.98523,-1.57966,0.682036,3
a370-7504,39.98327,-1.57958,4.3381,2
a370-7782,39.98401,-1.57844,3.7085,3
a370-8159,39.98378,-1.57793,1.1105,3
a370-8279,39.98435,-1.5772,1.0645,3
a370-8192,39.98781,-1.57745,2.91,2
a370-8286,39.98656,-1.57759,2.752546,2
a370-8762,39.98893,-1.57615,1.2036,3
a370-9779,39.98964,-1.57572,0.2559,3
a370-8618,39.98584,-1.57667,0.3774,3
a370-8887,39.9881,-1.57508,4.4953,2
a370-9258,39.98664,-1.57463,0.5535,3
a370-9326,39.98756,-1.57506,0.2558,3
a370-8524,39.98266,-1.57691,1.276,3
a370-8552,39.98202,-1.57652,1.5182,3
a370-2093,39.98459,-1.57619,0.916,2
a370-9474,39.98452,-1.57636,0.3683,3
a370-8828,39.97957,-1.57623,1.2731,3
a370-8865,39.98135,-1.57586,0.381,1
a370-9229,39.98314,-1.57493,0.368051,2
a370-9336,39.98188,-1.57469,0.3923,3
a370-8786,39.98511,-1.57576,0.3699,3
a370-10581,39.9849,-1.57483,0.3696,3
a370-9534,39.98656,-1.57444,0.4219,3
a370-10287,39.98574,-1.57398,1.0619,3
a370-10220,39.9847,-1.57245,1.3635,1
a370-9141,39.98858,-1.57471,0.364897,3
a370-10141,39.99112,-1.57224,0.7995,2
a370-10102,39.98655,-1.57278,1.061,2
a370-10306,39.98825,-1.57239,0.375801,3
a370-10276,39.98838,-1.57176,0.3732,1
a370-10784,39.98561,-1.57085,0.364669,3
a370-10404,39.98752,-1.57134,0.3767,2
a370-10293,39.9902,-1.57122,5.6154,3
a370-10747,39.99034,-1.5702,0.605076,3
a370-11336,39.99023,-1.56998,0.3688,3
a370-11377,39.99005,-1.56965,1.05925,3
a370-10793,39.98913,-1.56985,2.384472,3
a370-10878,39.98915,-1.56952,0.3801,3
a370-5455,39.95886,-1.58732,0.3051,3
a370-5464,39.95753,-1.58648,0.372734,2
a370-4840,39.9638,-1.58825,0.8048,3
a370-4854,39.96392,-1.58805,3.771961,3
a370-4930,39.96528,-1.58781,5.7505,3
a370-4976,39.96178,-1.58845,0.376328,1
a370-1386,39.96272,-1.586,4.882,2
a370-5199,39.96362,-1.58688,5.7505,3
a370-5373,39.96167,-1.58657,0.6803,3
a370-6112,39.96541,-1.58602,0.3706,3
a370-5380,39.96755,-1.5861,0.680186,3
a370-5706,39.96642,-1.58558,1.2037,2
a370-5822,39.96706,-1.58455,2.91,3
a370-6065,39.96699,-1.58482,1.2567,3
a370-1,39.966,-1.58438,6.2855,2
a370-6034,39.96625,-1.58385,0.3248,3
a370-6665,39.96561,-1.58331,0.3786,3
a370-5458,39.95935,-1.5868,1.1969,3
a370-5495,39.96077,-1.58587,0.4236,3
a370-653,39.95914,-1.58583,3.694,2
a370-5333,39.95904,-1.58631,0.3052,3
a370-5586,39.95756,-1.58569,0.0,2
a370-6040,39.96024,-1.58365,4.25846,3
a370-6253,39.96028,-1.58343,1.0616,3
a370-6655,39.95948,-1.584,1.552,2
a370-6139,39.96267,-1.58518,1.0635,3
a370-6228,39.9617,-1.58321,3.810881,3
a370-6678,39.9635,-1.58227,2.9102,3
a370-10011,39.95577,-1.58671,0.0,3
a370-5840,39.95412,-1.58429,3.8367,2
a370-6024,39.95551,-1.58417,1.1936,3
a370-6066,39.9537,-1.58383,0.3633,3
a370-6203,39.95814,-1.5837,0.3753,1
a370-7479,39.95868,-1.58238,0.1331,3
a370-6580,39.95737,-1.58209,4.427366,3
a370-7011,39.96244,-1.58071,6.2855,2
a370-7465,39.96098,-1.58066,0.3715,3
a370-7665,39.96154,-1.58002,2.753451,1
a370-6698,39.95857,-1.5817,5.2437,2
a370-6869,39.95831,-1.5813,5.6489,3
a370-6969,39.95797,-1.58134,4.340442,2
a370-6971,39.9579,-1.58101,3.1277,2
a370-7081,39.95875,-1.58051,3.7085,2
a370-6881,39.95364,-1.58187,2.9166,2
a370-7136,39.95543,-1.58124,0.3678,2
a370-7642,39.95527,-1.58057,0.3757,3
a370-7208,39.95768,-1.58046,3.1277,3
a370-7238,39.95686,-1.58025,0.5768,3
a370-7495,39.95787,-1.58006,1.0631,3
a370-7791,39.95697,-1.57979,0.374483,3
a370-8041,39.9589,-1.57853,1.062,3
a370-1266,39.95616,-1.57868,5.4476,2
a370-8057,39.95621,-1.57916,0.3265,3
a370-8294,39.95676,-1.5775,4.244945,3
a370-8313,39.95717,-1.57695,3.933263,2
a370-6912,39.94973,-1.58148,0.62898,1
a370-7213,39.94959,-1.58179,0.377077,3
a370-8115,39.95223,-1.57972,1.0347,3
a370-7755,39.9511,-1.579,3.9794,3
a370-8214,39.95352,-1.57758,1.1938,3
a370-8625,39.95668,-1.57592,4.336,2
a370-8792,39.95567,-1.57641,0.3688,3
a370-8817,39.95623,-1.57609,1.034,3
a370-9118,39.95706,-1.57614,0.3278,3
a370-10409,39.95317,-1.57602,0.3685,3
a370-9348,39.95468,-1.5745,0.7371,2
a370-9520,39.95401,-1.57446,1.0331,3
a370-9197,39.95153,-1.57641,1.1951,3
a370-9618,39.95316,-1.57399,0.5769,3
a370-9637,39.9538,-1.57342,1.0329,2
a370-6006,39.96874,-1.58451,0.7251,3
a370-6070,39.9682,-1.58423,0.725291,3
a370-6289,39.96794,-1.58445,0.3625,3
a370-6954,39.9696,-1.58379,0.3704,3
a370-6401,39.96671,-1.58302,0.3604,2
a370-6305,39.9684,-1.58305,0.5789,3
a370-6425,39.96793,-1.58275,0.2527,2
a370-7219,39.96847,-1.58112,0.378329,2
a370-6898,39.97162,-1.58213,0.3746,3
a370-8844,39.97133,-1.58224,0.3733,3
a370-445,39.97219,-1.58015,3.128055,3
a370-7376,39.97208,-1.58053,0.000502,3
a370-7415,39.97221,-1.58036,0.3719,3
a370-7019,39.96946,-1.58134,0.392,1
a370-7237,39.96945,-1.58061,0.379991,3
a370-7414,39.97014,-1.58075,0.3607,3
a370-7900,39.96977,-1.58042,2.75317,3
a370-7908,39.96984,-1.58066,2.7512,3
a370-7193,39.97133,-1.58058,3.704456,3
a370-8007,39.97188,-1.57976,0.3807,3
a370-7055,39.965,-1.5816,0.3648,3
a370-7065,39.96679,-1.58076,0.2702,2
a370-7229,39.96721,-1.58077,0.379,1
a370-7742,39.96463,-1.58029,0.3842,3
a370-8644,39.96378,-1.58105,0.3709,3
a370-7390,39.96478,-1.58015,0.0,3
a370-7523,39.96474,-1.57984,0.3796,2
a370-7784,39.9683,-1.57949,0.3736,3
a370-7622,39.96942,-1.57938,0.3798,2
a370-8416,39.96885,-1.57808,0.3827,3
a370-8477,39.9691,-1.57869,0.3884,3
a370-8399,39.96808,-1.57716,0.3831,3
a370-8410,39.96905,-1.57749,2.7515,1
a370-8574,39.96943,-1.57721,1.0626,3
a370-8576,39.96922,-1.57703,0.385633,3
a370-8590,39.96857,-1.57661,0.8041,3
a370-7363,39.97323,-1.58033,0.3698,2
a370-7389,39.97477,-1.5799,0.3738,3
a370-7581,39.97352,-1.58009,0.4104,3
a370-8253,39.97229,-1.57803,3.1279,3
a370-1515,39.97322,-1.57715,0.9679,2
a370-8933,39.97389,-1.57642,0.373,3
a370-9109,39.97314,-1.57688,0.3722,3
a370-8798,39.97798,-1.57587,0.3788,2
a370-8801,39.97763,-1.57574,0.2534,2
a370-9214,39.97745,-1.57645,0.3681,3
a370-558,39.97538,-1.57702,0.3273,3
a370-8680,39.97415,-1.57628,0.3718,3
a370-8990,39.97515,-1.57687,0.3766,3
a370-9194,39.97588,-1.57591,0.3678,3
a370-8773,39.9763,-1.57602,0.8041,3
a370-8997,39.97592,-1.57508,0.2069,3
a370-9054,39.97673,-1.57485,0.3247,3
a370-8067,39.97103,-1.57772,3.7086,3
a370-8606,39.96949,-1.57625,1.5182,3
a370-8872,39.97018,-1.57631,0.380302,3
a370-8899,39.96894,-1.57581,0.372559,1
a370-8923,39.97074,-1.57616,1.2732,3
a370-8850,39.9712,-1.57583,0.466571,3
a370-9617,39.9705,-1.57488,0.3702,3
a370-9753,39.97181,-1.57478,0.3681,3
a370-8988,39.97439,-1.57528,0.3763,2
a370-9510,39.9748,-1.57492,0.3833,3
a370-9705,39.97356,-1.57432,0.3726,3
a370-9825,39.9731,-1.57551,0.3903,3
a370-9199,39.97207,-1.57449,0.2559,3
a370-9627,39.97326,-1.57357,0.3775,3
a370-9736,39.9727,-1.57316,0.3774,1
a370-10282,39.97432,-1.57325,0.3682,3
a370-8089,39.9631,-1.57892,0.383284,3
a370-8158,39.96435,-1.57823,1.0633,3
a370-7656,39.96118,-1.57934,0.3664,3
a370-7794,39.96063,-1.57841,4.4953,2
a370-8356,39.96191,-1.57785,1.273,3
a370-8079,39.9624,-1.57789,1.5182,3
a370-8121,39.96286,-1.5784,0.3803,3
a370-8620,39.96716,-1.57687,0.8041,3
a370-8707,39.96625,-1.57651,0.3761,3
a370-9084,39.96535,-1.57603,0.3711,3
a370-9580,39.96497,-1.5756,0.3661,3
a370-9163,39.95949,-1.57704,1.0837,3
a370-8658,39.96162,-1.57677,0.363944,1
a370-8772,39.96241,-1.57641,0.3822,2
a370-8747,39.95829,-1.57591,3.0161,3
a370-8981,39.95874,-1.57587,1.3617,3
a370-8864,39.95915,-1.5754,3.4809,3
a370-8806,39.9632,-1.57543,0.3247,3
a370-9092,39.96359,-1.57507,0.3848,2
a370-9638,39.96437,-1.57339,0.366,3
a370-9485,39.96275,-1.57376,0.2315,3
a370-9930,39.96166,-1.57252,0.2258,3
a370-10196,39.96223,-1.57206,4.916,2
a370-9410,39.96808,-1.57564,0.3779,3
a370-9731,39.9684,-1.57468,0.3743,3
a370-10288,39.9694,-1.57365,0.4649,3
a370-9605,39.967,-1.57353,0.3754,3
a370-9884,39.96765,-1.57339,0.3808,3
a370-10560,39.97087,-1.57268,0.3785,3
a370-10543,39.97182,-1.57096,0.3789,1
a370-10445,39.96994,-1.57136,0.3463,3
a370-10671,39.96842,-1.57151,2.752495,2
a370-11917,39.9697,-1.5719,0.378,3
a370-10498,39.97064,-1.57088,4.3381,2
a370-10554,39.97129,-1.57097,0.3797,3
a370-10556,39.97003,-1.57017,5.2437,3
a370-10763,39.966,-1.57212,0.3819,3
a370-10646,39.96506,-1.57135,0.3646,3
a370-10722,39.96429,-1.57245,0.3689,3
a370-10568,39.96593,-1.57073,0.3669,2
a370-10871,39.96552,-1.57022,0.3857,3
a370-10961,39.96583,-1.57106,0.3848,3
a370-11221,39.96496,-1.57095,0.3658,3
a370-10632,39.96814,-1.5711,0.372913,3
a370-10883,39.96882,-1.56992,0.62451,3
a370-3,39.97039,-1.56879,5.6489,3
a370-4,39.97043,-1.56942,5.6489,3
a370-1145,39.97045,-1.56894,3.7086,2
a370-1267,39.96998,-1.57004,4.9441,2
a370-1335,39.97055,-1.56938,4.949833,2
a370-1592,39.97039,-1.56964,3.7086,2
a370-12084,39.9706,-1.56927,0.385,3
a370-10844,39.96628,-1.56934,4.4953,2
a370-11344,39.96734,-1.56973,0.3792,3
a370-11274,39.96736,-1.56822,0.6038,3
a370-9008,39.97883,-1.57549,0.2067,3
a370-9309,39.97892,-1.57504,0.3261,3
a370-8979,39.98066,-1.57473,5.4476,2
a370-9044,39.97809,-1.57465,0.2181,3
a370-9511,39.97718,-1.5738,3.1563,3
a370-9668,39.97757,-1.5742,0.3263,3
a370-9919,39.97837,-1.57436,0.3675,3
a370-10242,39.97803,-1.57326,0.3767,3
a370-9800,39.98003,-1.57318,0.2314,3
a370-9773,39.98258,-1.57317,0.394664,3
a370-10056,39.98192,-1.57217,0.423188,3
a370-10710,39.98132,-1.57277,0.3698,3
a370-11170,39.98244,-1.57218,0.3768,3
a370-10526,39.98335,-1.57041,5.6459,3
a370-10169,39.97953,-1.57178,4.2476,3
a370-10170,39.97993,-1.57139,3.933908,3
a370-10223,39.98143,-1.57191,0.725094,3
a370-10316,39.98069,-1.57112,3.015712,3
a370-10529,39.98198,-1.57127,0.3751,3
a370-10594,39.98311,-1.57042,0.2559,3
a370-10965,39.9818,-1.57087,0.3758,3
a370-10266,39.97685,-1.57212,0.3766,3
a370-10189,39.97825,-1.57184,0.3757,2
a370-10267,39.97796,-1.5716,0.3763,3
a370-10059,39.97507,-1.57212,3.1563,3
a370-10162,39.97536,-1.57195,0.2069,3
a370-10544,39.97933,-1.57075,0.256,3
a370-10587,39.97914,-1.57143,0.2069,3
a370-11269,39.98118,-1.56896,0.3813,3
a370-12392,39.98051,-1.56824,0.3821,3
a370-12452,39.98031,-1.56862,0.3829,3
a370-11457,39.97808,-1.56914,1.2646,3
a370-11540,39.97895,-1.56746,1.9553,2
a370-10561,39.98412,-1.57087,3.482659,3
a370-10958,39.98617,-1.56911,3.909,3
a370-11212,39.98573,-1.56954,1.2945,3
a370-11215,39.98647,-1.56988,1.0341,3
a370-11481,39.98642,-1.56813,2.5607,1
a370-11557,39.98244,-1.56838,0.381271,3
a370-11867,39.98275,-1.56763,0.361036,3
a370-11500,39.98367,-1.5676,4.4897,2
a370-11772,39.98318,-1.56733,0.372904,3
a370-12137,39.98315,-1.56622,4.257881,3
a370-11730,39.98011,-1.56673,5.9386,3
a370-11928,39.98154,-1.56586,6.1735,3
a370-11993,39.98225,-1.56607,1.1958,3
a370-12681,39.98487,-1.56665,0.3813,3
a370-10639,39.97497,-1.57018,0.3239,3
a370-10851,39.97475,-1.56933,5.4476,3
a370-11036,39.97568,-1.56975,0.3799,2
a370-11137,39.9752,-1.5688,4.245985,3
a370-11196,39.973,-1.56907,0.3778,1
a370-11881,39.97222,-1.56844,0.3696,3
a370-11307,39.97446,-1.56809,3.933527,3
a370-11834,39.97284,-1.56771,0.3697,3
a370-11312,39.97676,-1.56854,0.7167,3
a370-11950,39.97876,-1.56667,0.3658,3
a370-12097,39.97693,-1.56654,0.373882,3
a370-12226,39.97561,-1.56673,0.3683,3
a370-11827,39.97717,-1.56627,5.9386,3
a370-11409,39.97087,-1.5684,0.3766,3
a370-11651,39.97244,-1.56715,3.018174,3
a370-11828,39.9724,-1.56635,5.6459,3
a370-11794,39.96961,-1.56662,3.4809,3
a370-11852,39.96907,-1.56646,1.0325,3
a370-12171,39.97095,-1.5655,0.368,3
a370-12379,39.9711,-1.56605,0.3731,3
a370-12560,39.97057,-1.56531,0.3687,3
a370-12150,39.97414,-1.56511,0.3605,3
a370-12201,39.97299,-1.56587,0.3716,2
a370-12255,39.97422,-1.56503,0.3603,2
a370-12342,39.97582,-1.56444,6.1735,3
a370-12808,39.97516,-1.56444,0.3582,3
a370-13253,39.97355,-1.56262,0.716385,3
a370-12234,39.97912,-1.56545,0.3818,3
a370-13176,39.98039,-1.56431,0.3633,3
a370-12195,39.97841,-1.56522,0.8406,3
a370-13380,39.97764,-1.56538,0.3822,3
a370-12594,39.97591,-1.56389,0.363609,3
a370-12644,39.97604,-1.56401,0.363,3
a370-13662,39.976,-1.56357,0.3628,3
a370-13078,39.9777,-1.56219,0.9604,3
a370-13104,39.97768,-1.56288,0.3825,3
a370-13229,39.97828,-1.56254,0.3831,3
a370-13663,39.97867,-1.56188,0.3826,3
a370-13279,39.97531,-1.56251,0.367138,3
a370-13290,39.97636,-1.56152,0.5946,3
a370-13422,39.97597,-1.56118,0.3272,3
a370-13456,39.97687,-1.5618,0.3753,3
a370-13583,39.97563,-1.56135,0.377,3
a370-15715,39.97692,-1.5601,0.3735,3
a370-9154,39.95877,-1.57489,0.3691,3
a370-9774,39.95801,-1.57388,1.0502,3
a370-9862,39.95897,-1.57335,1.0333,3
a370-9695,39.95731,-1.57274,5.9386,3
a370-9504,39.96027,-1.57348,0.2073,3
a370-9728,39.9594,-1.57333,1.2753,3
a370-9914,39.96007,-1.57318,0.2071,3
a370-9965,39.96041,-1.57271,0.8047,3
a370-10003,39.95958,-1.57278,0.2251,3
a370-10049,39.95974,-1.57341,0.3766,3
a370-10241,39.95985,-1.57229,1.0653,3
a370-10487,39.96102,-1.57201,0.3659,3
a370-11122,39.95861,-1.57094,0.3645,3
a370-10013,39.95508,-1.57201,0.6895,2
a370-10514,39.95598,-1.57199,0.133888,2
a370-10866,39.95603,-1.57039,0.547759,3
a370-11527,39.9558,-1.56833,0.3808,3
a370-11727,39.95794,-1.56822,1.1933,3
a370-10503,39.96308,-1.57071,4.916,2
a370-10592,39.96285,-1.57117,0.3711,3
a370-11076,39.96288,-1.56939,0.6806,3
a370-11222,39.96083,-1.56923,4.487666,2
a370-11596,39.96547,-1.5678,0.377618,3
a370-12170,39.96791,-1.56702,0.2517,3
a370-12202,39.96568,-1.56684,1.955,3
a370-12305,39.96405,-1.56645,0.361313,3
a370-12154,39.96155,-1.56681,0.3679,3
a370-2,39.96319,-1.56605,1.0323,2
a370-12718,39.96319,-1.56578,0.3739,3
a370-12978,39.96382,-1.56548,1.031819,3
a370-451,39.96214,-1.56449,0.4345,3
a370-12828,39.96079,-1.56464,0.372,3
a370-17278,39.96189,-1.56474,0.3771,3
a370-794,39.96317,-1.56376,0.3631,3
a370-13048,39.96217,-1.56298,0.3777,3
a370-16798,39.96261,-1.56254,0.3599,3
a370-13234,39.95724,-1.56558,0.3664,3
a370-12497,39.95889,-1.56482,0.379,2
a370-12543,39.95888,-1.56528,1.2656,3
a370-12970,39.95883,-1.5637,1.2651,3
a370-13228,39.95948,-1.56291,0.8046,3
a370-12920,39.96214,-1.56267,0.381,3
a370-13028,39.96108,-1.56262,2.805,2
a370-13047,39.96212,-1.56237,0.5772,3
a370-16354,39.96059,-1.5619,0.2557,3
a370-16494,39.96138,-1.56176,0.3778,3
a370-12236,39.96846,-1.5658,1.9555,3
a370-12337,39.96842,-1.56465,4.492924,3
a370-13073,39.97056,-1.56425,0.3715,3
a370-12334,39.96701,-1.56553,0.370883,2
a370-12694,39.96713,-1.56423,0.3783,3
a370-12709,39.9664,-1.5641,0.3296,3
a370-13117,39.96689,-1.56344,1.0324,3
a370-12804,39.96793,-1.56304,1.0335,3
a370-13319,39.9699,-1.56325,0.3802,3
a370-13283,39.97186,-1.56213,0.3745,2
a370-13464,39.97243,-1.5618,1.0348,3
a370-13027,39.96873,-1.56256,0.2063,3
a370-13324,39.96884,-1.56216,0.3822,3
a370-13037,39.965,-1.56401,0.3778,3
a370-13133,39.96477,-1.56306,0.3815,3
a370-12968,39.96612,-1.56227,3.923356,2
a370-16506,39.96376,-1.56144,0.0,3
a370-16399,39.96489,-1.56158,0.3688,3
a370-13429,39.96735,-1.56143,1.0345,3
a370-16367,39.96889,-1.56157,0.3767,3
a370-15918,39.96928,-1.55935,0.681983,3
a370-15430,39.96806,-1.55806,0.8412,3
a370-13427,39.9737,-1.56145,0.421,3
a370-13465,39.97376,-1.56201,0.8416,3
a370-16235,39.97348,-1.56034,0.7831,3
a370-13468,39.97484,-1.56071,0.2256,1
a370-16507,39.97529,-1.55948,0.3739,3
a370-15776,39.97363,-1.55975,2.8023,2
a370-15552,39.97682,-1.55869,0.7973,3
a370-15351,39.971,-1.55765,0.547307,3
a370-15649,39.97068,-1.55784,0.961,3
a370-15673,39.97198,-1.55877,1.0367,3
a370-15994,39.97112,-1.55974,0.2517,3
a370-15375,39.96911,-1.55765,0.8414,3
a370-15445,39.96995,-1.55789,0.370362,1
a370-15491,39.96955,-1.55708,0.8416,3
a370-14921,39.97061,-1.55599,1.2662,1
a370-15214,39.97095,-1.55735,0.3462,3
a370-13495,39.96174,-1.56091,1.2656,3
a370-16293,39.96173,-1.56065,0.3751,2
a370-15361,39.96274,-1.55817,1.340438,3
a370-15035,39.96717,-1.55683,0.3277,3
a370-14523,39.96421,-1.55488,0.6032,3
a370-14650,39.97008,-1.55577,4.251,3
a370-14492,39.96582,-1.55503,0.36,1
a370-14822,39.96664,-1.55572,1.9304,2
a370-14404,39.96808,-1.55454,0.3672,3
a370-14179,39.96361,-1.55349,0.3698,3
mc257-1,44.42747,-22.15559,3.80881,2
mc257-2,44.42464,-22.16351,3.24518,2
mc257-3,44.42495,-22.1471,3.24518,2
mc257-4,44.42727,-22.15257,4.68329,1
mc257-5,44.42559,-22.14761,5.32212,2
mc257-2,44.42714,-22.1596,1.15667,3
mc257-28,44.41768,-22.15315,3.24518,2
mc257-30,44.42399,-22.15879,3.95197,2
mc257-52,44.42862,-22.15747,3.22236,3
mc257-80,44.41662,-22.16093,3.011455,3
mc257-81,44.4252,-22.15106,3.854,2
mc257-83,44.41424,-22.15368,3.806862,2
mc257-85,44.42216,-22.15775,5.55689,3
mc257-86,44.42467,-22.14805,6.6093,2
mc257-87,44.42565,-22.15536,0.32807,3
mc257-88,44.42248,-22.15904,5.55753,3
mc257-89,44.42905,-22.1511,0.32767,3
mc257-90,44.4134,-22.15266,4.03149,3
mc257-93,44.41961,-22.16237,3.806,2
mc257-94,44.41949,-22.15385,1.16897,3
mc257-95,44.42358,-22.1497,1.16905,3
mc257-96,44.42378,-22.15512,5.277,1
mc257-98,44.42751,-22.1536,5.819,2
mc257-101,44.42316,-22.15507,5.277,2
mc257-102,44.41792,-22.16229,4.03145,2
mc257-103,44.42702,-22.16224,6.06814,2
mc257-105,44.42634,-22.15512,4.02925,3
mc257-106,44.42977,-22.1579,6.06539,2
mc257-107,44.42525,-22.15728,4.461391,3
mc257-109,44.41723,-22.14997,0.4466,1
mc257-110,44.41874,-22.15229,6.60745,3
mc257-114,44.41744,-22.15453,6.06733,2
mc257-115,44.41547,-22.15031,6.46797,3
mc257-116,44.42631,-22.15051,6.268,1
mc257-117,44.41496,-22.15537,6.227,2
mc257-118,44.41581,-22.16084,6.08082,2
mc257-121,44.42825,-22.15717,6.227,2
mc257-126,44.42502,-22.15091,3.22369,3
mc257-133,44.41772,-22.14732,5.276,2
mc257-136,44.42869,-22.15187,5.32295,3
mc257-141,44.42571,-22.16163,3.22282,2
mc257-144,44.42252,-22.15692,3.95456,2
mc257-145,44.42557,-22.15223,4.69506,3
mc257-149,44.41843,-22.14729,5.275,1
mc257-154,44.41694,-22.15466,3.222197,2
mc257-155,44.42539,-22.15587,6.08237,2
mc257-158,44.42185,-22.148,4.69394,2
mc257-166,44.41645,-22.16,4.688053,3
mc257-167,44.42719,-22.14957,0.32613,2
mc257-170,44.41507,-22.1474,0.3245,3
mc257-173,44.42727,-22.1506,6.60989,2
mc257-175,44.41669,-22.14735,6.393,1
mc257-176,44.42887,-22.15336,3.24594,2
mc257-177,44.41654,-22.14825,0.32458,1
mc257-179,44.41296,-22.15668,6.07505,1
mc257-180,44.42799,-22.15346,6.4669,2
mc257-185,44.42734,-22.14713,3.73428,1
mc257-186,44.41857,-22.15086,4.69396,1
mc257-196,44.42679,-22.14963,0.3253,2
mc257-197,44.41836,-22.15294,5.32212,2
mc257-198,44.42712,-22.15539,0.32706,2
mc257-199,44.4143,-22.15727,4.6915,3
mc257-200,44.42533,-22.15696,0.32821,2
mc257-203,44.41946,-22.15033,5.871,1
mc257-205,44.42942,-22.14754,0.3275,2
mc257-212,44.42302,-22.14735,4.68329,1
mc257-214,44.41772,-22.14802,3.037,1
mc257-216,44.41666,-22.14956,4.685,1
mc257-220,44.42892,-22.1548,1.15691,2
mc257-222,44.42162,-22.15387,4.695,1
mc257-231,44.42786,-22.14759,0.32638,2
mc257-4,44.42439,-22.16315,0.31251,3
mc257-6,44.43023,-22.16433,0.31757,3
mc257-7,44.41589,-22.1641,0.32624,3
